,rank,title,artist,other artists,year,Spotify id,Popularity
4593,93,Numb/Encore,Jay-Z,Linkin Park,2005,5sNESr6pQfIhL3krM8CtZn,77
4594,94,Wonderful,Ja Rule,R. Kelly,2005,1bl99Q4umnPomYGv3dQP67,63
4595,95,I'm Sprung,T-Pain,None,2005,0F7rEdewJ6cSLylOZZpDu7,68
4596,96,Chariot,Gavin DeGraw,None,2005,4dygMGhvfENVhwRXmAscbl,53
4597,97,U Already Know,112,Foxy Brown,2005,0ahRDzkKq0KEi7FRoHb0qk,56
4598,98,Mississippi Girl,Faith Hill,None,2005,79YeQbd1p7MsuT7wHQLRYY,50
4599,99,Number One Spot,Ludacris,None,2005,5SV9SnHkuHMh446QsgQtry,48
4600,100,Give Me That,Webbie,Bun B,2005,0KGZzYTmH3lfpSKOcjnOkp,39
4601,1,Bad Day,Daniel Powter,None,2006,0mUyMawtxj1CJ76kn9gIZK,77
4602,2,Temperature,Sean Paul,None,2006,0k2GOhqsrxDTAbFFSdNJjT,79
4603,3,Promiscuous,Nelly Furtado,Timbaland,2006,47aQT2aV12TyilaoYi1NiD,74
4604,4,You're Beautiful,James Blunt,None,2006,7j6C8ITuzhA7GHmj2z9mSd,9
4605,5,Hips Don't Lie,Shakira,Wyclef Jean,2006,3ZFTkvIE7kyPt6Nu3PEa7V,85
4606,6,Unwritten,Natasha Bedingfield,None,2006,1D1nixOVWOxvNfWi0UD7VX,77
4607,7,Crazy,Gnarls Barkley,None,2006,2N5zMZX7YeL1tico8oQxa9,73
4608,8,Ridin',Chamillionaire,Krayzie Bone,2006,3kZoay4ANo86ehb6s4RwS9,72
4609,9,SexyBack,Justin Timberlake,Timbaland,2006,0O45fw2L5vsWpdsOdXwNAR,79
4610,10,Check on It,BeyoncÃ©,Slim Thug,2006,2RWxrpsFshOBFwRBRstUlQ,59
4611,11,Be Without You,Mary J. Blige,None,2006,2YegxR5As7BeQuVp2U6pek,64
4612,12,Grillz,Nelly,Paul Wall,2006,6zS6zUoWh8QluIZ2lv9tWb,60
4613,13,Over My Head (Cable Car),The Fray,None,2006,1N62wozuHCvczCkY4QidpP,71
4614,14,Me & U,Cassie,None,2006,7k6IzwMGpxnRghE7YosnXT,74
4615,15,Buttons,Pussycat Dolls,Snoop Dogg,2006,2ICylmg7jCYdOWUFNa8VW7,45
4616,16,Run It!,Chris Brown,Juelz Santana,2006,7xYnUQigPoIDAMPVK79NEq,72
4617,17,So Sick,Ne-Yo,None,2006,6brl7bwOHmGFkNw3MBqssT,79
4618,18,It's Goin' Down,Yung Joc,Nitti,2006,05Sgj1Hx03ZXc57gsV1kfX,67
4619,19,SOS,Rihanna,None,2006,30cSNer6TV8x2utjULVeQ5,72
4620,20,I Write Sins Not Tragedies,Panic! at the Disco,None,2006,4bPQs0PHn4xbipzdPfn6du,76
4621,21,Move Along,The All-American Rejects,None,2006,2l57cfmCnOkwNX1tky02n1,69
4622,22,London Bridge,Fergie,None,2006,7jRoWfRlLnGYEIEn4t4kbq,65
4623,23,Dani California,Red Hot Chili Peppers,None,2006,10Nmj3JCNoMeBQ87uw5j8k,78
4624,24,Snap Yo Fingers,Lil Jon,E,2006,6o3s08kk2fQI37vxGZDrJ1,69
4625,25,"Lean wit It, Rock wit It",Dem Franchize Boyz,None,2006,7cVmKBwzPsh4Fmb6SplfEm,62
4626,26,What Hurts the Most,Rascal Flatts,None,2006,4bVuIlGQBMWS7vIhcx8Ae4,73
4627,27,How to Save a Life,The Fray,None,2006,5fVZC9GiM4e8vu99W0Xf6J,83
4628,28,Unfaithful,Rihanna,None,2006,13xxBnXOuiBxVxJI458B0i,72
4629,29,Chasing Cars,Snow Patrol,None,2006,11bD1JtSjlIgKgZG2134DZ,80
4630,30,Lips of an Angel,Hinder,None,2006,40LQiUUUKXVGyNs09lHVjW,74
4631,31,Everytime We Touch,Cascada,None,2006,1eOHw1k2AoluG4VyjBHLzX,67
4632,32,Ain't No Other Man,Christina Aguilera,None,2006,7huo2wvrCgRucUsjdSDLQV,64
4633,33,"Dance, Dance",Fall Out Boy,None,2006,0a7BloCiNzLDD9qSQHh5m7,76
4634,34,Gold Digger,Kanye West,Jamie Foxx,2006,1PS1QMdUqOal0ai3Gt7sDQ,79
4635,35,Money Maker,Ludacris,Pharrell,2006,2JpUkUR0OsOlUUfm6iS8ic,62
4636,36,Ms. New Booty,Bubba Sparxxx,Ying Yang Twins,2006,0k6HUzaRHpQ3eEWr1C7Esh,64
4637,37,(When You Gonna) Give It Up to Me,Sean Paul,Keyshia Cole,2006,6k8uthjEbttfWXcGaNTQGD,49
4638,38,Photograph,Nickelback,None,2006,3hb2ScEVkGchcAQqrPLP0R,70
4639,39,Because of You,Kelly Clarkson,None,2006,3f3omU8n47Mqyab5nCaGyT,72
4640,40,Stickwitu,Pussycat Dolls,None,2006,4NjR63Up0uMkQBlKvlZd1l,64
4641,41,I'm 'n Luv (wit a Stripper),T-Pain,Mike Jones,2006,1lih9AUGlOI2qbAkptdBsr,69
4642,42,My Humps,The Black Eyed Peas,None,2006,0T6lVd2JSk7R803PfCXFJS,0
4643,43,Where'd You Go,Fort Minor,Holly Brook,2006,0noblZ1tkJAyXGvcvjXedm,40
4644,44,Yo (Excuse Me Miss),Chris Brown,None,2006,7DFnq8FYhHMCylykf6ZCxA,74
4645,45,Walk Away,Kelly Clarkson,None,2006,25sA1vM4BFkTb5cJGWftFo,51
4646,46,Laffy Taffy,D4L,None,2006,2ajhenDRiiAnCHHjsIOHhJ,67
4647,47,What You Know,T.I.,None,2006,0CAJdthKDdRjB2h8YOguN6,65
4648,48,Dirty Little Secret,The All-American Rejects,None,2006,5lDriBxJd22IhOH9zTcFrV,72
4649,49,Savin' Me,Nickelback,None,2006,4Gd9PUEuOTOJtbgd4YxLXM,67
4650,50,Don't Forget About Us,Mariah Carey,None,2006,16YYQme8BlKAujcNAaOp65,22
4651,51,Sexy Love,Ne-Yo,None,2006,10aWGOqSDBqvNzJ9NeKDbK,70
4652,52,U and Dat,E-40,T-Pain,2006,7g7M96UGiA7OR79H86gV4m,64
4653,53,Far Away,Nickelback,None,2006,0ADZ5dmXhlfzjMw6lefoPl,72
4654,54,What's Left of Me,Nick Lachey,None,2006,1bPqAXwNiVcM6zjJU1Z4Cd,51
4655,55,So What,Field Mob,Ciara,2006,0Uc706myy6Th7I6KQ9xA1x,57
4656,56,Do It to It,Cherish,Sean P,2006,6MBEjJlXQYXr8dfxDvZuoA,62
4657,57,Black Horse and the Cherry Tree,KT Tunstall,None,2006,0qAMjeQFyd1qD0LDiV8gWp,64
4658,58,There It Go (The Whistle Song),Juelz Santana,None,2006,50UkypyQJbSQLaXHke5Yep,62
4659,59,Shoulder Lean,Young Dro,T.I.,2006,2OqYarizUUGzSSNHPrDEii,58
4660,60,Unpredictable,Jamie Foxx,Ludacris,2006,3UNrtRxBBlWE70SjxnOo02,54
4661,61,My Love,Justin Timberlake,T.I.,2006,4NeOWqHmlrGRuBvsLJC9rL,73
4662,62,Shake That,Eminem,Nate Dogg,2006,0fGh0trRN1xz3s41r7V5ce,74
4663,63,Pullin' Me Back,Chingy,Tyrese,2006,5hF2LnbkpnXCkksMSeWcxZ,62
4664,64,Bossy,Kelis,Too Short,2006,0Eu5SrReZzaJX0NLKI8tQS,52
4665,65,Chain Hang Low,Jibbs,None,2006,0tYPj0NYa7vjlJaqlRSnJb,60
4666,66,Smack That,Akon,Eminem,2006,2kQuhkFX7uSVepCD3h29g5,72
4667,67,One Wish,Ray J,None,2006,5qrzhg9Fmu8Amg2uMhHfe5,70
4668,68,"Sugar, We're Goin Down",Fall Out Boy,None,2006,2TfSHkHiFO4gRztVIkggkE,80
4669,69,Gimme That,Chris Brown,Lil Wayne,2006,53ETzLQQKFCzykRbqWb1ph,65
4670,70,I Know You See It,Yung Joc,None,2006,6giYNaycmjkbf7UmZ6RGtL,52
4671,71,Who Says You Can't Go Home,Bon Jovi,Jennifer Nettles,2006,5439qJTu5mVH9aeriwp03u,57
4672,72,Too Little Too Late,JoJo,None,2006,3hc7PLcmuZbJGPjhIore1i,68
4673,73,Touch It,Busta Rhymes,None,2006,3HVJbdz0V402U5YggQK4Ao,56
4674,74,Rompe,Daddy Yankee,None,2006,2Q85xwXagilpHKTfdrbC7M,72
4675,75,DÃ©jÃ  Vu,BeyoncÃ©,Jay,2006,423EcxblW9F4nnQkqcqMlK,61
4676,76,Life Is a Highway,Rascal Flatts,None,2006,2Fs18NaCDuluPG1DHGw1XG,75
4677,77,Call Me When You're Sober,Evanescence,None,2006,663Karu2rvKLdnY0eo1n3M,68
4678,78,"Jesus, Take the Wheel",Carrie Underwood,None,2006,3lec3CzDPAxsZokPph5w87,63
4679,79,Show Stopper,Danity Kane,Yung Joc,2006,5FRIqUXfTazrtRmYEGO4G0,57
4680,80,Get Up,Ciara,Chamillionaire,2006,3rKCDtV8UcF0RytSiXxypc,59
4681,81,We Be Burnin',Sean Paul,None,2006,4kOTDj4SiZPkW1p96WMDNv,60
4682,82,Hate Me,Blue October,None,2006,1tL40tfdtUaSLek4DvDDr3,61
4683,83,You and Me,Lifehouse,None,2006,0815caqt2Lytro5EIzMufT,78
4684,84,Beep,Pussycat Dolls,will.i.am,2006,5TXNLJ2EENAt3Tf9MX4kT2,52
4685,85,I Think They Like Me,Dem Franchize Boyz,Jermaine Dupri,2006,5a4AQWs84xeEyYUd1iC2Pn,50
4686,86,Say Goodbye,Chris Brown,None,2006,5F7IJrXD6Fa3EmqoYE0gU4,68
4687,87,Waiting on the World to Change,John Mayer,None,2006,5imShWWzwqfAJ9gXFpGAQh,75
4688,88,Soul Survivor,Young Jeezy,Akon,2006,0Ss50OU9tCozI7JIywkv14,68
4689,89,Pump It,The Black Eyed Peas,None,2006,6E5pe8Zb3Od3ToEBwRxHSt,9
4690,90,When I'm Gone,Eminem,None,2006,2lRI7n5b9jlPYsEpRuots6,64
4691,91,Hung Up,Madonna,None,2006,3850dYVgOFIXJh5U4BFEWH,75
4692,92,Stay Fly,Three 6 Mafia,Young Buck,2006,5MYFw4T2gy52pOGBN4EYHS,64
4693,93,Love,Keyshia Cole,None,2006,0W4NhJhcqKCqEP2GIpDCDq,76
4694,94,When You're Mad,Ne-Yo,None,2006,5FXOEdfNW7nYQrBWtW49Cl,58
4695,95,Why You Wanna,T.I.,None,2006,1g0oI97rPdYuWDIpkbtQdv,52
4696,96,Stupid Girls,Pink,None,2006,1Ab6RxeKl3e07zP7Get7CX,60
4697,97,Feel Good Inc.,Gorillaz,None,2006,0d28khcov6AiegSCpG5TuT,83
4698,98,I'm Sprung,T-Pain,Pain,2006,0F7rEdewJ6cSLylOZZpDu7,68
4699,99,Do I Make You Proud,Taylor Hicks,None,2006,3lxFENvLW8nxXAbNfkZ7IJ,40
4700,100,For You I Will (Confidence),Teddy Geiger,None,2006,2ijMU9lYFCvGBzgwJ8Sd8q,4
4701,1,Irreplaceable,BeyoncÃ©,None,2007,6RX5iL93VZ5fKmyvNXvF1r,74
4702,2,Umbrella,Rihanna,Jay,2007,49FYlytm3dAAraYgpoJZux,85
4703,3,The Sweet Escape,Gwen Stefani,Akon,2007,66ZcOcouenzZEnzTJvoFmH,70
4704,4,Big Girls Don't Cry,Fergie,None,2007,3Q4WeJmzxuDpzMu9QjQqbM,77
4705,5,Buy U a Drank (Shawty Snappin'),T-Pain,Yung Joc,2007,2aIdVb8v9KTpEZnftkz2mD,77
4706,6,Before He Cheats,Carrie Underwood,None,2007,0ZUo4YjG4saFnEJhdWp9Bt,77
4707,7,Hey There Delilah,Plain White T's,None,2007,4RCWB3V8V0dignt99LZ8vH,82
4708,8,I Wanna Love You,Akon,Snoop Dogg,2007,4xAk8Lw82G3YoVSOdVAsBx,70
4709,9,Say It Right,Nelly Furtado,None,2007,5AtFypwxB2ShXSxNj12dEd,59
4710,10,Glamorous,Fergie,Ludacris,2007,4KTtYhxFtFL7mBwnjkKfLm,70
4711,11,Don't Matter,Akon,None,2007,7I6DceMT3utDOHjcYCbrr4,68
4712,12,Girlfriend,Avril Lavigne,None,2007,45hOioMDJktr86iKDHC8gr,77
4713,13,Makes Me Wonder,Maroon 5,None,2007,3VRV9cyNz6sSbm3szhIUIK,0
4714,14,Party Like a Rockstar,Shop Boyz,None,2007,1IYaMVfidzSfvCUZYXhsU1,62
4715,15,Smack That,Akon,Eminem,2007,2kQuhkFX7uSVepCD3h29g5,72
4716,16,This Is Why I'm Hot,Mims,None,2007,0AA6zq5ArZ1sSH7VIMi4NK,61
4717,17,It's Not Over,Daughtry,None,2007,234RqTZmnDTnxWlVciXHLD,61
4718,18,The Way I Are,Timbaland,Keri Hilson,2007,2NkDQv8y2DkoYQURdiZCOk,19
4719,19,Fergalicious,Fergie,will.i.am,2007,1D066zixBwqFYqBhKgdPzp,73
4720,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,None,2007,66TRwr5uJwPt15mfFkzhbi,78
4721,21,Give It to Me,Timbaland,Nelly Furtado,2007,0wbDgMuAoy7O7pL3a69uZx,69
4722,22,What Goes Around... Comes Around,Justin Timberlake,None,2007,3pD0f7hSJg2XdQ6udw5Tey,73
4723,23,Cupid's Chokehold,Gym Class Heroes,Patrick Stump,2007,2Lhdl74nwwVGOE2Gv35QuK,71
4724,24,How to Save a Life,The Fray,None,2007,5fVZC9GiM4e8vu99W0Xf6J,83
4725,25,Home,Daughtry,None,2007,2mobr1UlKjhxDTOVqng3jw,59
4726,26,My Love,Justin Timberlake,T.I.,2007,4NeOWqHmlrGRuBvsLJC9rL,73
4727,27,Stronger,Kanye West,None,2007,4fzsfWzRhPawzqhX8Qt9F3,82
4728,28,We Fly High,Jim Jones,None,2007,3RGyFugqjQjlL8XX0NW8dZ,58
4729,29,U + Ur Hand,Pink,None,2007,1iOJQhxKSJ7dg3Dk03yPnl,65
4730,30,Walk It Out,Unk,None,2007,6PBAPjshd2JfEiWpdf3C2a,59
4731,31,Beautiful Girls,Sean Kingston,None,2007,1hGy2eLcmC8eKx7qr1tOqx,80
4732,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,None,2007,1oagRT7LfpVlNJN6FSZDGp,69
4733,33,Bartender,T-Pain,Akon,2007,5kxddRG1RZaZROadk7iC4D,71
4734,34,"Pop, Lock & Drop It",Huey,None,2007,6vs9xToxh23nXF8sucqnfP,53
4735,35,Runaway Love,Ludacris,Mary J. Blige,2007,3QnEp4rluCxUwgpXT43jmC,54
4736,36,Rockstar,Nickelback,None,2007,6n9yCXvLhnYMgJIiIcMu7D,70
4737,37,Thnks fr th Mmrs,Fall Out Boy,None,2007,3Zwu2K0Qa5sT6teCCHPShP,79
4738,38,What I've Done,Linkin Park,None,2007,18lR4BzEs7e3qzc0KVkTpU,78
4739,39,Summer Love,Justin Timberlake,None,2007,1MBM7CyZbwJpVbbZJnHHRg,65
4740,40,You,Lloyd,Lil Wayne,2007,5Y77SQxEr1eiofPeUTPHxM,72
4741,41,Wait for You,Elliott Yamin,None,2007,0U969xYNlAyfzi8P1TaO7u,64
4742,42,Last Night,Diddy,Keyshia Cole,2007,61u8YHgwacXM9Sm5JOblkp,32
4743,43,Make It Rain,Fat Joe,Lil Wayne,2007,4JPCdSaqs9dJd7RatFSHww,60
4744,44,Make Me Better,Fabolous,Ne,2007,0YkJU6TjjwzsVXUPRIO0DB,64
4745,45,Ice Box,Omarion,Timbaland,2007,5qhlC4Rzals34zxovrPzKp,61
4746,46,Lips of an Angel,Hinder,None,2007,40LQiUUUKXVGyNs09lHVjW,74
4747,47,Waiting on the World to Change,John Mayer,None,2007,5imShWWzwqfAJ9gXFpGAQh,75
4748,48,Lost Without U,Robin Thicke,None,2007,4V2F0DZrAXOWq9hkwMMG3x,65
4749,49,I'm a Flirt,R. Kelly,T.I.,2007,6w1DBbA8akxHPiBQ6nAyJq,63
4750,50,If Everyone Cared,Nickelback,None,2007,44w63XqGr3sATAzOnOySgF,58
4751,51,Get It Shawty,Lloyd,None,2007,2a03afRiyAbNAleOByVju4,62
4752,52,Face Down,The Red Jumpsuit Apparatus,None,2007,4wzjNqjKAKDU82e8uMhzmr,77
4753,53,The Way I Live,Baby Boy da Prince,None,2007,68Zq7PMcPIQE8ol1x3gAqw,59
4754,54,Shortie Like Mine,Bow Wow,Chris Brown,2007,6oUGAx0vkBcnGzYkvw0ZsA,68
4755,55,It Ends Tonight,The All-American Rejects,None,2007,1FMHNVeJ9s1x1l1WlaRs2I,62
4756,56,A Bay Bay,Hurricane Chris,None,2007,6MnFB3qurhmGs1xdjrz5Bg,54
4757,57,Because of You,Ne-Yo,None,2007,6CFPFnS9EcLs2I0nWqtWci,77
4758,58,I Tried,Bone Thugs-N-Harmony,None,2007,2elA6JLRaQ6iB7hxiuTKN4,64
4759,59,Welcome to the Black Parade,My Chemical Romance,None,2007,5wQnmLuC1W7ATsArWACrgW,79
4760,60,Shawty,Plies,T-Pain,2007,0mYoKqA23wUUj7BTEgNzjg,64
4761,61,Chasing Cars,Snow Patrol,None,2007,11bD1JtSjlIgKgZG2134DZ,80
4762,62,Beautiful Liar,BeyoncÃ©,Shakira,2007,2HWWNoWEEEECwZhAiLg7ib,64
4763,63,SexyBack,Justin Timberlake,Timbaland,2007,0O45fw2L5vsWpdsOdXwNAR,79
4764,64,Keep Holding On,Avril Lavigne,None,2007,4UPcXTh26ilb7owtuyHqNI,66
4765,65,Let It Go,Keyshia Cole,Missy Elliott,2007,2RqZFOLOnzVmHUX7ZMcaES,70
4766,66,Apologize,Timbaland,OneRepublic,2007,6ucR4KfvsBFWCMVFDvyKKl,75
4767,67,Bubbly,Colbie Caillat,None,2007,0rFOs9paloAvEtzwDX1Kmc,69
4768,68,Like a Boy,Ciara,None,2007,358bOvBiZCS9fRzNYosw6c,61
4769,69,Who Knew,Pink,None,2007,2hns6Dv29Yrg68AVTJiAyA,70
4770,70,Never Again,Kelly Clarkson,None,2007,24y3tSyLdRbpVsKhQrR2oj,47
4771,71,Promise,Ciara,None,2007,1pLdjo3lOBbMaoR4ZpybFH,58
4772,72,Bed,J. Holiday,None,2007,6TlRNJaezOdzdECnQeRuMM,68
4773,73,Throw Some D's,Rich Boy,Polow da Don,2007,6SmPPtaMnfxgz5duA6t9Cu,59
4774,74,Rehab,Amy Winehouse,None,2007,1L5tZi0izXsi5Kk5OJf4W0,69
4775,75,Big Shit Poppin' (Do It),T.I.,None,2007,5tEbnKMOMK8LLoOIsEkWRr,53
4776,76,No One,Alicia Keys,None,2007,6IwKcFdiRQZOWeYNhUiWIv,82
4777,77,The Great Escape,Boys Like Girls,None,2007,56Tl3UgyZTqfZtvFNS31wm,62
4778,78,2 Step,Unk,None,2007,7beqVxFB2g7DlL09mvfjDv,50
4779,79,Walk Away (Remember Me),Paula DeAnda,The D.E.Y.,2007,0Sc9UwBpChiRKRF8DKvWKZ,57
4780,80,Go Getta,Young Jeezy,R. Kelly,2007,03b1NUHnoavfpLLKcEMfIb,52
4781,81,Here (In Your Arms),Hellogoodbye,None,2007,2L3bghVRLkBbIQzSaEUytZ,54
4782,82,On the Hotline,Pretty Ricky,None,2007,1zyqZONW985Cs4osz9wlsu,58
4783,83,Wind It Up,Gwen Stefani,None,2007,1GeECVH4Msg1zLm8DExkbH,50
4784,84,Cyclone,Baby Bash,T-Pain,2007,0x1LCpY9Rgeq97VPajm81B,65
4785,85,Break It Off,Rihanna,Sean Paul,2007,4PgtB6Sul8WDTRZCe5e8St,51
4786,86,First Time,Lifehouse,None,2007,40Fp6pxcS9l08kL1R50mR4,51
4787,87,Ayo Technology,50 Cent,Justin Timberlake,2007,36Hwcla06Q5BCr59CL0sBp,56
4788,88,Outta My System,Bow Wow,T-Pain,2007,3LGeYNY9aWQuBJovOOowqm,60
4789,89,Teardrops on My Guitar,Taylor Swift,None,2007,7zMcNqs55Mxer82bvZFkpg,66
4790,90,Shut Up and Drive,Rihanna,None,2007,4Tn2llBm1g0UlWctmgPL8Z,68
4791,91,Snow (Hey Oh),Red Hot Chili Peppers,None,2007,2aibwv5hGXSgw7Yru8IYTO,81
4792,92,Money Maker,Ludacris,Pharrell,2007,2JpUkUR0OsOlUUfm6iS8ic,62
4793,93,Kiss Kiss,Chris Brown,T-Pain,2007,3wKKkGVn7cVSfgPeYYIiXG,71
4794,94,Far Away,Nickelback,None,2007,0ADZ5dmXhlfzjMw6lefoPl,72
4795,95,Rock Yo Hips,Crime Mob,Lil' Scrappy,2007,6OH5Y0HMDVdXH7sLMorgT2,38
4796,96,LoveStoned,Justin Timberlake,None,2007,5iyE2d4U3Vc5cqY9mPTlpy,59
4797,97,Better than Me,Hinder,None,2007,10fddGyyeUquZZ2uPTjD7P,65
4798,98,Paralyzer,Finger Eleven,None,2007,28IEbk5a7twNTbUEvWslUb,73
4799,99,That's That,Snoop Dogg,R. Kelly,2007,3J58iVk8OXYAGG4YvOKG8u,52
4800,100,Same Girl,R. Kelly,Usher,2007,6OSmeoh8kXhCfz9WqvzDoJ,63
4801,1,Low,Flo Rida,T-Pain,2008,0CAfXk7DXMnon4gLudAp7J,82
4802,2,Bleeding Love,Leona Lewis,None,2008,7wZUrN8oemZfsEd1CGkbXE,79
4803,3,No One,Alicia Keys,None,2008,6IwKcFdiRQZOWeYNhUiWIv,82
4804,4,Lollipop,Lil Wayne,Static Major,2008,4P7VFiaZb3xrXoqGwZXC3J,71
4805,5,Apologize,Timbaland,OneRepublic,2008,6ucR4KfvsBFWCMVFDvyKKl,75
4806,6,No Air,Jordin Sparks,Chris Brown,2008,0WCkFm0Ij9K0o1G3cxx6Xe,37
4807,7,Love Song,Sara Bareilles,None,2008,4E6cwWJWZw2zWf7VFbH7wf,76
4808,8,Love in This Club,Usher,Young Jeezy,2008,5j0McHPthKpOXRr3fBq8M0,70
4809,9,With You,Chris Brown,None,2008,5Lgcn7u07bHuqbOtXkN62u,74
4810,10,Forever,Chris Brown,None,2008,3NZJlJemX3mzjf56MqC5ML,76
4811,11,Sexy Can I,Ray J,Yung Berg,2008,1q51MejmtLKEv8mABG8XRE,70
4812,12,Take a Bow,Rihanna,None,2008,3goSVuTt3fDYDP6kRnFwuL,78
4813,13,Viva la Vida,Coldplay,None,2008,1mea3bSkSGXuIRvnydlB5b,81
4814,14,I Kissed a Girl,Katy Perry,None,2008,005lwxGU1tms6HGELIcUv9,70
4815,15,Whatever You Like,T.I.,None,2008,1IAzD1muglOxOcPbUHs70R,76
4816,16,Disturbia,Rihanna,None,2008,2VOomzT6VavJOGBeySqaMc,77
4817,17,Don't Stop the Music,Rihanna,None,2008,0ByMNEPAPpOR5H69DVrTNy,79
4818,18,Pocketful of Sunshine,Natasha Bedingfield,None,2008,1uigwk5hNV84zRd5YQQRTk,65
4819,19,Kiss Kiss,Chris Brown,T-Pain,2008,3wKKkGVn7cVSfgPeYYIiXG,71
4820,20,Closer,Ne-Yo,None,2008,2XbfY2O2v3xwedUJ0J2kkr,60
4821,21,Bubbly,Colbie Caillat,None,2008,0rFOs9paloAvEtzwDX1Kmc,69
4822,22,Touch My Body,Mariah Carey,None,2008,4VcumP0Gs84VTIxSHGyvnu,62
4823,23,4 Minutes,Madonna,Justin Timberlake,2008,1oHClQEgDmmbcEx12Kc5nZ,70
4824,24,So What,Pink,None,2008,4a46qn8bV4oPfREMrgfga8,16
4825,25,Paralyzer,Finger Eleven,None,2008,28IEbk5a7twNTbUEvWslUb,73
4826,26,Clumsy,Fergie,None,2008,50xeLNGKmskmYUSINhqvfa,60
4827,27,I'm Yours,Jason Mraz,None,2008,5smPViFYtztTo7ww9gJXpD,41
4828,28,Leavin',Jesse McCartney,None,2008,20ORwCJusz4KS2PbTPVNKo,66
4829,29,Dangerous,Kardinal Offishall,Akon,2008,4NOZ35Dhucr6UlVyLOtktd,69
4830,30,Tattoo,Jordin Sparks,None,2008,3Ui2jdyxbZQrZohfM0NOgG,64
4831,31,See You Again,Miley Cyrus,None,2008,0G71WvIkF2K6HViJeFvOcM,63
4832,32,Shake It,Metro Station,None,2008,5619Ojc6t9evEEs3B7Drhe,72
4833,33,Stop and Stare,OneRepublic,None,2008,48s0QHJgmiNsth3WEO6U4M,61
4834,34,Take You There,Sean Kingston,None,2008,6AdLyvisRKHLAwARaZMGr6,62
4835,35,Paper Planes,M.I.A.,None,2008,1ixbwbeBi5ufN4noUKmW5a,78
4836,36,Hot n Cold,Katy Perry,None,2008,1y4eb6hmAvsqlDOl3fx9kk,67
4837,37,Live Your Life,T.I.,Rihanna,2008,3jlbL2OTD5YmIunYzgQTAN,76
4838,38,Bust It Baby (Part 2),Plies,Ne,2008,0exb0K7vsjf5bXWLJJhAuF,63
4839,39,American Boy,Estelle,Kanye West,2008,22UDw8rSfLbUsaAGTXQ4Z8,81
4840,40,Got Money,Lil Wayne,T-Pain,2008,46lIt6GmL0VkkbuUyGDbCs,60
4841,41,Our Song,Taylor Swift,None,2008,15DeqWWQB4dcEWzJg15VrN,69
4842,42,Damaged,Danity Kane,None,2008,4yHFxB8kzzeuNvoouR8N0N,58
4843,43,A Milli,Lil Wayne,None,2008,6ScJMrlpiLfZUGtWp4QIVt,72
4844,44,Sorry,Buckcherry,None,2008,0EbnUc05YEKhZRKgbrZWpq,58
4845,45,Independent,Webbie,Lil Boosie,2008,65D95SmygxGCQGiI64eaZf,58
4846,46,Can't Believe It,T-Pain,Lil Wayne,2008,6Q9EWFgrSMMenLmL5HYzuw,3
4847,47,Like You'll Never See Me Again,Alicia Keys,None,2008,3JHDtmFdX9kdx9wz0md98U,59
4848,48,Teardrops on My Guitar,Taylor Swift,None,2008,7zMcNqs55Mxer82bvZFkpg,66
4849,49,When I Grow Up,Pussycat Dolls,None,2008,21pySLskKIKrhDziCX5ojQ,74
4850,50,Sexual Eruption,Snoop Dogg,None,2008,3nTHTulZtTJoM3cBJTuHrJ,39
4851,51,What You Got,Colby O'Donis,Akon,2008,3MldzywZOH4Uci6bq9noyJ,60
4852,52,It's Not My Time,3 Doors Down,None,2008,0uybt73QFXaLCoxuVf6fhm,64
4853,53,Better in Time,Leona Lewis,None,2008,2iXBZ32Fz5VDCLeE0JIdX5,71
4854,54,Crank That (Soulja Boy),Soulja Boy Tell 'Em,None,2008,66TRwr5uJwPt15mfFkzhbi,78
4855,55,Shadow of the Day,Linkin Park,None,2008,0OYcEfskah1egYHjYRvbg1,68
4856,56,Sweetest Girl (Dollar Bill),Wyclef Jean,Akon,2008,4liGjmhCupa7RP9JaQELYx,60
4857,57,Miss Independent,Ne-Yo,None,2008,34ceTg8ChN5HjrqiIYCn9Q,70
4858,58,Fall for You,Secondhand Serenade,None,2008,7lWF2mVr1KKbVnaT2nSlPo,63
4859,59,In the Ayer,Flo Rida,will.i.am,2008,6RpiAj9Ofv0Uqp6n2OuRoh,57
4860,60,Say,John Mayer,None,2008,0HLWvLKQWpFdPhgk6ym58n,67
4861,61,One Step at a Time,Jordin Sparks,None,2008,5o4W6yWSJD9e9Ea8YC9WjF,62
4862,62,Hate That I Love You,Rihanna,Ne,2008,7iu0WYLdo4yksKf3seaxzI,72
4863,63,Superstar,Lupe Fiasco,Matthew Santos,2008,7dltD9eEX7X1zk8JJ9BS0e,67
4864,64,Suffocate,J. Holiday,None,2008,3nJjIYchBNkYm7B8XfJf5N,60
4865,65,Let It Rock,Kevin Rudolf,Lil Wayne,2008,6TrNRd98WksT9Kkmx9uj6R,68
4866,66,Get Like Me,David Banner,Chris Brown,2008,2IBF9lQ9lgVai8LkskI5L7,59
4867,67,Realize,Colbie Caillat,None,2008,5OGkKx8jP0A5KSULEc6XYZ,60
4868,68,Put On,Young Jeezy,Kanye West,2008,55393H9JXqdX1gTo0N3G7H,5
4869,69,The Time of My Life,David Cook,None,2008,6avyV3xlz2UFeiAUZ0SqyT,54
