,rank,title,artist,other artists,year,Spotify id,Popularity
2644,44,No One Is to Blame,Howard Jones,None,1986,2K5LRXf7eGH9HzdeNPZc2a,52
2645,45,Let's Go All the Way,Sly Fox,None,1986,6eLDMmVI7HF7W56cOrJj00,45
2646,46,I Didn't Mean to Turn You On,Robert Palmer,None,1986,4JF9MKFo5i85o5ap1JHKYE,48
2647,47,Words Get in the Way,Miami Sound Machine,None,1986,5xbqrbNPBTAOGDA6GD3O46,48
2648,48,Manic Monday,The Bangles,None,1986,00vYs0qZA40Z8AAaN7xmMO,59
2649,49,Walk of Life,Dire Straits,None,1986,423o3ZHIaBtGXyhF1uH41a,63
2650,50,Amanda,Boston,None,1986,4gpext9x0CbdD9NWaa4nDj,67
2651,51,Two of Hearts,Stacey Q,None,1986,2dURQIBrw3XcHyVZlfdpC1,57
2652,52,Crush on You,The Jets,None,1986,2sYLlZU3FuCF8SKNeIvdKA,47
2653,53,If You Leave,Orchestral Manoeuvres in the Dark,None,1986,05oFyvdztPdpwSwpoclD4c,61
2654,54,Invisible Touch,Genesis,None,1986,0xpBr84T3FTm9j4D1MdPtk,61
2655,55,The Sweetest Taboo,Sade,None,1986,0sKfhhj6hYyJIXnTiZV9vf,65
2656,56,What You Need,INXS,None,1986,14tERgpNCOzUE1ztMR4CGe,44
2657,57,Talk to Me,Stevie Nicks,None,1986,65ILbAZRAwZQ3omWKE0OIW,47
2658,58,Nasty,Janet Jackson,None,1986,07OzC5JlcaDwEkzWmvqp6y,54
2659,59,Take Me Home Tonight,Eddie Money,None,1986,7b4yGtR0rujvLi5EBfKKJ2,69
2660,60,We Don't Have to Take Our Clothes Off,Jermaine Stewart,None,1986,7o9KG7iQY8KACz7PZXYpyv,55
2661,61,All Cried Out,Lisa Lisa,Cult Jam,1986,0046quUYhSAFccrKIC3Iht,43
2662,62,Your Love,The Outfield,None,1986,5dRQUolXAVX3BbCiIxmSsf,73
2663,63,I'm Your Man,Wham!,None,1986,2gG7E5OZi5D5QLRIctv63z,65
2664,64,Perfect Way,Scritti Politti,None,1986,6B8o3jaaROfqsvj50xhkfz,42
2665,65,Living in America,James Brown,None,1986,4Y5yjzs9FFw5qIgfZBd43I,56
2666,66,R.O.C.K. in the U.S.A.,John Cougar Mellencamp,None,1986,0lqfBvf1Gqmmt3l5Qeirlm,62
2667,67,Who's Johnny,El DeBarge,None,1986,02RbmzVSbkxJVIqMNx47uY,41
2668,68,Word Up!,Cameo,None,1986,7LoGfKBAaOl0nxhodJ1240,66
2669,69,Why Can't This Be Love,Van Halen,None,1986,0TaT50ZZxT4ytZxuqkE3A9,67
2670,70,Silent Running (On Dangerous Ground),Mike + The Mechanics,None,1986,4ae0AmiDt3o18FvSmQOOYc,45
2671,71,Typical Male,Tina Turner,None,1986,2fjJt3OQ8MPaZ3LMzAWiTA,48
2672,72,Small Town,John Cougar Mellencamp,None,1986,2HsjJJL4DhPCzMlnaGv7ap,67
2673,73,Tarzan Boy,Baltimora,None,1986,273uCXd7NPrInaiNqtkOrA,71
2674,74,All I Need Is a Miracle,Mike + The Mechanics,None,1986,1VKXBgsRK7lWDSVbfANlf3,49
2675,75,Sweet Freedom,Michael McDonald,None,1986,0x5T32khKAbro9bHapjoRL,42
2676,76,True Blue,Madonna,None,1986,7azOuDeJGbxt5mvq3GQHXp,60
2677,77,Rumors,Timex Social Club,None,1986,4yCmtYi6veZS3FcH9lp4O7,49
2678,78,Life in a Northern Town,Dream Academy,None,1986,4m3OS54KWywYhP7WD7z1cg,55
2679,79,Bad Boy,Miami Sound Machine,None,1986,5AM6VOkN7ficA2O04f5JG1,46
2680,80,Sleeping Bag,ZZ Top,None,1986,1ESuT2y9AKu1zMdxq47qW5,50
2681,81,Tonight She Comes,The Cars,None,1986,5SIYaNaet1KMzNsPJXhUUV,47
2682,82,Love Touch,Rod Stewart,None,1986,6egxHHbzWVdhOMMGtuT25B,33
2683,83,A Love Bizarre,Sheila E.,None,1986,5R6ol4f8WCUCWNrB7Ymf99,48
2684,84,Throwing It All Away,Genesis,None,1986,1dMilrhgON9TIGPVdWG2dX,46
2685,85,Baby Love,Regina,None,1986,49XFzK6rmS6qahfX73tzkY,9
2686,86,Election Day,Arcadia,None,1986,638poNnWFgzt7UJBQ5SWtM,40
2687,87,Nikita,Elton John,None,1986,3G0ENKW9vzV0SuYKaWFflI,70
2688,88,Take Me Home,Phil Collins,None,1986,2s6wCS3vDZFPY9NOTlPXJZ,59
2689,89,Walk This Way,RunÂD.M.C.,Aerosmith,1986,6qUEOWqOzu1rLPUPQ1ECpx,72
2690,90,Sweet Love,Anita Baker,None,1986,3Z6DV0jsGqCs4whsfda7lX,58
2691,91,Your Wildest Dreams,Moody Blues,None,1986,1T4iwEA2ySieXjWxjiMVWs,58
2692,92,Spies Like Us,Paul McCartney,None,1986,1xQjhI5D87YSgiI1ebZf1X,0
2693,93,Object of My Desire,Starpoint,None,1986,63Ql2zSLiBryLRPihaUToK,50
2694,94,Dreamtime,Daryl Hall,None,1986,7kZZ2Hmkg1zfwrQLsmypNE,37
2695,95,Tender Love,Force MDs,None,1986,1WtkrKWpfFx75erK1VqtQh,54
2696,96,King for a Day,Thompson Twins,None,1986,0tBo8Uj7BmK3E5UBVhON2v,47
2697,97,Love Will Conquer All,Lionel Richie,None,1986,6nbi2AJ9hAi2SE8jH6mRKV,46
2698,98,A Different Corner,George Michael,None,1986,6khoye7kysa6cLGY0AO9dO,58
2699,99,I'll Be Over You,Toto,None,1986,1WeoeHh0TSzsApyJ6Q8OOK,71
2700,100,Go Home,Stevie Wonder,None,1986,5zSwmohdHeH2xmrWDFZUZZ,32
2701,1,Walk Like an Egyptian,The Bangles,None,1987,1Jwc3ODLQxtbnS8M9TflSP,66
2702,2,Alone,Heart,None,1987,54b8qPFqYqIndfdxiLApea,76
2703,3,Shake You Down,Gregory Abbott,None,1987,7wQ9alB79WZb0F5gFLbxSh,57
2704,4,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,None,1987,2tUBqZG2AbRi7Q0BIrVrEj,85
2705,5,Nothing's Gonna Stop Us Now,Starship,None,1987,3X7uFMzJrEE0sxn62qd8Ch,78
2706,6,C'est La Vie,Robbie Nevil,None,1987,7nx6bmfojpAW4SCwoZM13B,47
2707,7,Here I Go Again,Whitesnake,None,1987,1qOU8KzFifXE9YrgjVwYvc,66
2708,8,The Way It Is,Bruce Hornsby,the Range,1987,6qqODGz2Ob4Yt139qzN3NO,13
2709,9,Shakedown,Bob Seger,None,1987,303oOLP2Jf6M4rke52qItM,50
2710,10,Livin' on a Prayer,Bon Jovi,None,1987,37ZJ0p5Jm13JPevGcx4SkF,85
2711,11,La Bamba,Los Lobos,None,1987,0uMMLry3hzWGn3q3loqMkm,63
2712,12,Everybody Have Fun Tonight,Wang Chung,None,1987,6qBSGvyUzqNQv8XtnzCr9n,59
2713,13,Don't Dream It's Over,Crowded House,None,1987,0fiSpF9mvRFQWy0ca64d1g,21
2714,14,Always,Atlantic Starr,None,1987,2TQaMcc3BEAF5Srn7FCipl,63
2715,15,With or Without You,U2,None,1987,6ADSaE87h8Y3lccZlBJdXH,82
2716,16,Looking for a New Love,Jody Watley,None,1987,7BeV8s7R68eqPelMmvp5tu,44
2717,17,Head to Toe,Lisa Lisa,Cult Jam,1987,5VzqFMyPERPObMOzZdELuK,51
2718,18,I Think We're Alone Now,Tiffany,None,1987,4uvjOKsp7mSjrDhWdkLPBY,72
2719,19,Mony Mony,Billy Idol,None,1987,3GfGTJ2xzC0rqKgdjNJLOC,61
2720,20,At This Moment,Billy Vera,the Beaters,1987,136nAEqaPwbQguey2Unze7,41
2721,21,The Lady in Red,Chris de Burgh,None,1987,1GeNWyZtCHbcp3ZWp8GTOO,78
2722,22,Didn't We Almost Have It All,Whitney Houston,None,1987,19wadMw1A8XejDV4p5wMt1,61
2723,23,I Still Haven't Found What I'm Looking For,U2,None,1987,6wpGqhRvJGNNXwWlPmkMyO,81
2724,24,I Want Your Sex,George Michael,None,1987,6QnFHieoch6U9J8zfv6hml,52
2725,25,Notorious,Duran Duran,None,1987,4znkNgqRMCF12mY7EbklsA,53
2726,26,Only in My Dreams,Debbie Gibson,None,1987,03i9ehMBCqbxKw7wwEycFZ,51
2727,27,(I've Had) The Time of My Life,Bill Medley,Jennifer Warnes,1987,6W7ztLBiRzBN46ZaPAcQ0F,68
2728,28,The Next Time I Fall,Peter Cetera,Amy Grant,1987,7zSDDsIlks515d0tZGM64x,60
2729,29,Lean on Me,Club Nouveau,None,1987,6HhKj3GiPxDI6ME9Pjx0YU,48
2730,30,Open Your Heart,Madonna,None,1987,3kme5Qos8h04yrKxsgur79,55
2731,31,Lost in Emotion,Lisa Lisa,Cult Jam,1987,0p2lB3tOc2DJGTUltBxjkv,46
2732,32,(I Just) Died In Your Arms,Cutting Crew,None,1987,4ByEFOBuLXpCqvO1kw8Wdm,75
2733,33,Heart and Soul,T'Pau,None,1987,5kv4uJENk4nWUIzgYoz7SI,52
2734,34,You Keep Me Hangin' On,Kim Wilde,None,1987,1wEeNtO7z41aUqC80shxqK,64
2735,35,Keep Your Hands to Yourself,Georgia Satellites,None,1987,5tORtBzHUAnNrIw5Ql3kHZ,62
2736,36,I Knew You Were Waiting (For Me),Aretha Franklin,George Michael,1987,2XgDgIsVUOt9Lov5G4Wruy,66
2737,37,Control,Janet Jackson,None,1987,5vywtoD7fO1CP0B2wtm6I6,45
2738,38,U Got the Look,Prince,None,1987,1NAf61L4b3jFgLJhThTQ8B,5
2739,39,Somewhere Out There,Linda Ronstadt,James Ingram,1987,6Zd6gSMyyjSybIw4lK9Ecy,50
2740,40,Land of Confusion,Genesis,None,1987,6twIBPybEvGydyNzNz89FT,58
2741,41,Jacob's Ladder,Huey Lewis,the News,1987,0huRoriGPIi0vSHFV2f3C9,42
2742,42,Who's That Girl,Madonna,None,1987,3G0NNqwQ1sqRpySr6soHlH,56
2743,43,You Got It All,The Jets,None,1987,23x0iKY1oRBQVM8ka2s2bF,45
2744,44,Touch Me (I Want Your Body),Samantha Fox,None,1987,0z3WXu8NBUDOOLlLqFU6qT,48
2745,45,I Just Can't Stop Loving You,Michael Jackson,Siedah Garrett,1987,2fytePz8UsbUr8n33QBEcm,68
2746,46,Causing a Commotion,Madonna,None,1987,3sX3c6QUPSAiKf77RZRf5B,47
2747,47,In Too Deep,Genesis,None,1987,4P0uyibZjcXZLVeNOHBd8Q,49
2748,48,Let's Wait Awhile,Janet Jackson,None,1987,3333YXdcyths5CB8v28dZj,50
2749,49,Hip to Be Square,Huey Lewis,the News,1987,648BMGrt98kUbLo24A4vgj,67
2750,50,Will You Still Love Me?,Chicago,None,1987,3dn6qXlHYAQpOqMTWxkGOR,54
2751,51,Little Lies,Fleetwood Mac,None,1987,4CoSCPlKNrWli7E5kFtbcl,75
2752,52,Luka,Suzanne Vega,None,1987,5yMXAaSvxo12QkYU75Ixv0,47
2753,53,I Heard A Rumour,Bananarama,None,1987,7yPwc5aPWLWjO37iAey7Ww,50
2754,54,Don't Mean Nothing,Richard Marx,None,1987,4ujVRZd9HdjepbpWSddABF,45
2755,55,Songbird,Kenny G,None,1987,3Yx4nbYHdmHQdnYAukyHJR,44
2756,56,Carrie,Europe,None,1987,29wJiSQcze8HEmxkUQykyp,73
2757,57,Don't Disturb This Groove,The System,None,1987,6DjkLcOUtKhPfizM0YTAyR,9
2758,58,La Isla Bonita,Madonna,None,1987,6r8k1vznHrzlEKYxL4dZEe,72
2759,59,Bad,Michael Jackson,None,1987,5lWFrW5T3JtxVCLDb7etPu,72
2760,60,Sign o' the Times,Prince,None,1987,09aSh7Tya5UByJlp5IgLTf,17
2761,61,Change of Heart,Cyndi Lauper,None,1987,4Kvz5bhHNYPSaGnQ7PsTBi,46
2762,62,Come Go with Me,ExposÃ©,None,1987,5a3QwvHiJO4fKWJqsPkJvB,46
2763,63,Can't We Try,Dan Hill,Vonda Shepard,1987,1NX9zciFGjkksvSOnTpEZf,26
2764,64,To Be a Lover,Billy Idol,None,1987,4nBzre6D0UrQFj1s8z45e1,46
2765,65,Mandolin Rain,Bruce Hornsby,the Range,1987,3T8Ye4NB0MQhcEcxzMdAuH,56
2766,66,Breakout,Swing Out Sister,None,1987,5JsIknb4lyIKQCytjv0Uw5,59
2767,67,Stand by Me,Ben E. King,None,1987,3SdTKo2uVsxFblQjpScoHy,80
2768,68,"Tonight, Tonight, Tonight",Genesis,None,1987,3qmYlsTbC9CD9SGoVmaEDa,44
2769,69,Someday,Glass Tiger,None,1987,3dP6JMPtcDU5njCHITwJmO,39
2770,70,When Smokey Sings,ABC,None,1987,5IfSEpxmVAyu41B3xMqbZQ,41
2771,71,Casanova,LeVert,None,1987,1O7hDH3rrF8eyLxrpeoOfb,56
2772,72,Rhythm Is Gonna Get You,Gloria Estefan,Miami Sound Machine,1987,6302KY4zq4Bpx823hyk4Kk,40
2773,73,Rock Steady,The Whispers,None,1987,1YCsTFttuHAzgfEWKdOb9K,57
2774,74,Wanted Dead or Alive,Bon Jovi,None,1987,0oerlffJSzhRVvtDfLcp3N,76
2775,75,Big Time,Peter Gabriel,None,1987,6IuOHB4yZcU935GKqT1K6I,43
2776,76,The Finer Things,Steve Winwood,None,1987,0qrOEuhMXqAyMMyfOCZ2yC,46
2777,77,Let Me Be the One,ExposÃ©,None,1987,3h9RfFtjIw2Yb6Blogxnm4,40
2778,78,Is This Love,Survivor,None,1987,6rt4FH5qFgXGmyhgKmlJcL,48
2779,79,Diamonds,Herb Alpert,None,1987,30iF3F3WvZ22dcNxI48lo7,37
2780,80,Point of No Return,ExposÃ©,None,1987,0ozd432IdkUR3ItM8ieKt0,51
2781,81,Big Love,Fleetwood Mac,None,1987,0hOA8SoraNo2ZP1amtVYnY,63
2782,82,Midnight Blue,Lou Gramm,None,1987,4iQZi2sMZlbTpcUlo5YGBf,55
2783,83,Something So Strong,Crowded House,None,1987,0eDwzWuy2gf1RJzqWl0dkF,46
2784,84,Heat of the Night,Bryan Adams,None,1987,2xEhTQcmrRNaxfUOvSAgXo,38
2785,85,Nothing's Gonna Change My Love for You,Glenn Medeiros,None,1987,7pUJSr5pgnQjCTc7PfiUVA,65
2786,86,Brilliant Disguise,Bruce Springsteen,None,1987,0nqbZ17t9v52SCemAm1QP0,60
2787,87,Just to See Her,Smokey Robinson,None,1987,7LOYcC6phKAVOckgmVZJJT,57
2788,88,Who Will You Run To,Heart,None,1987,2G7ttyDosjWmunOYsNRm0C,45
2789,89,Respect Yourself,Bruce Willis,None,1987,0kCZaMtxJtEGTSyMllPTNn,31
2790,90,Cross My Broken Heart,The Jets,None,1987,0lccZpdMhW10Qs5iP0j727,28
2791,91,Victory,Kool,the Gang,1987,5Pve61YgHI79XMqNx9PmYE,28
2792,92,Don't Get Me Wrong,The Pretenders,None,1987,5voGpC2KVAjcOmcyXluw2Z,5
2793,93,Doing It All for My Baby,Huey Lewis,the News,1987,2GdWNthCTVMBnuw59WyIci,42
2794,94,Right on Track,Breakfast Club,None,1987,3UiuKZWtgXjeAfnfGqIeu0,46
2795,95,Ballerina Girl,Lionel Richie,None,1987,2fNx5nTZGjniOMT5FMcTyE,51
2796,96,Meet Me Half Way,Kenny Loggins,None,1987,5CdX4HXMRxyldTVxXDrzSA,58
2797,97,I've Been in Love Before,Cutting Crew,None,1987,7yQNqjXp9BAGAppPGkTbYf,58
2798,98,(You Gotta) Fight for Your Right (To Party!),Beastie Boys,None,1987,2QvIOJ4EIz4MIwWRpKG4mi,33
2799,99,Funkytown,Pseudo Echo,None,1987,6UfLQNkw9a9tOVVqsev9vA,38
2800,100,Love You Down,Ready for the World,None,1987,6F0pF9du4C3BFDS0Lu52Mn,50
2801,1,Faith,George Michael,None,1988,0HEmnAUT8PHznIAAmVXqFJ,77
2802,2,Need You Tonight,INXS,None,1988,5eU8qMd0TpaLqTGDZJaLDs,65
2803,3,Got My Mind Set on You,George Harrison,None,1988,3OeUlriM0EZHdWleJtjoVr,74
2804,4,Never Gonna Give You Up,Rick Astley,None,1988,7GhIk7Il098yCjg4BQjzvb,70
2805,5,Sweet Child o' Mine,Guns N' Roses,None,1988,7snQQk1zcKl8gZ92AnueZW,75
2806,6,So Emotional,Whitney Houston,None,1988,4l2Edgdj4vla02GCh7YyAv,62
2807,7,Heaven Is a Place on Earth,Belinda Carlisle,None,1988,58mFu3oIpBa0HLNeJIxsw3,66
2808,8,Could've Been,Tiffany,None,1988,5HNstg5iwAVAa0xT83pWTN,26
2809,9,Hands to Heaven,Breathe,None,1988,0LBtQiEVfP4ysLQ43Do8uN,52
2810,10,Roll with It,Steve Winwood,None,1988,2QlPByrmEO9XciNBXCrawR,55
2811,11,One More Try,George Michael,None,1988,5932kbyNt445gDTT2chRUS,62
2812,12,Wishing Well,Terence Trent D'Arby,None,1988,2bvzxeD1hPWEYotw40Euq9,60
2813,13,Anything for You,Gloria Estefan,Miami Sound Machine,1988,3EIodfe9XNJJCq9dIYg3ng,48
2814,14,The Flame,Cheap Trick,None,1988,528CAH5pTLq86oZ52fHifA,68
2815,15,"Get Outta My Dreams, Get into My Car",Billy Ocean,None,1988,2D4D3hiOf5U0W6SvJoCQph,65
2816,16,Seasons Change,ExposÃ©,None,1988,0f24hVOA4gLM8imuvoQ0Uh,41
2817,17,Is This Love,Whitesnake,None,1988,0IhUdJRoolbYeEMPL59XPm,59
2818,18,"Wild, Wild West",The Escape Club,None,1988,4Qn1QhHhUT01LfpBnC7xnf,50
2819,19,Pour Some Sugar on Me,Def Leppard,None,1988,0PdM2a6oIjqepoEfcJo0RO,75
2820,20,I'll Always Love You,Taylor Dayne,None,1988,6enR2PAZd7LUMMwQb4ciuh,48
2821,21,Man in the Mirror,Michael Jackson,None,1988,1kiNatIrwDusOZfR29W0LJ,70
2822,22,Shake Your Love,Debbie Gibson,None,1988,6gM3uxq9TPkms83bTSlK10,45
2823,23,Simply Irresistible,Robert Palmer,None,1988,0bSr5pybJSlgG5OZH441gF,51
2824,24,Hold On to the Nights,Richard Marx,None,1988,3F2YXxSOC9dPmxXdrh6mYl,57
2825,25,Hungry Eyes,Eric Carmen,None,1988,31H6au3jhblhr6MMJiXnCq,76
2826,26,Shattered Dreams,Johnny Hates Jazz,None,1988,5KXKhCfPNS4342ly8tTf6w,62
2827,27,Father Figure,George Michael,None,1988,0L0T4tMAaGqLgIVj1MOj9t,67
2828,28,Naughty Girls (Need Love Too),Samantha Fox,None,1988,4FGAOmf2vxT7FF8w2vL6R6,37
2829,29,A Groovy Kind of Love,Phil Collins,None,1988,5OHUTC4EvTbL0DuZQRIGGX,66
2830,30,Love Bites,Def Leppard,None,1988,3Dfy8YIxq89i84t108TvMi,66
2831,31,Endless Summer Nights,Richard Marx,None,1988,2iXH35MhsqO5Ry8a7iptpJ,60
2832,32,Foolish Beat,Debbie Gibson,None,1988,0KhiesN7gLBPEQhKsBmrI1,53
2833,33,Where Do Broken Hearts Go,Whitney Houston,None,1988,7tLtIZclwLWk54PFAyDv5T,68
2834,34,Angel,Aerosmith,None,1988,3kfXUGIdBNpyr2gBvU3Guj,64
2835,35,A Hazy Shade of Winter,The Bangles,None,1988,0P2vAvvWni2tNXOdbH3JFk,52
2836,36,The Way You Make Me Feel,Michael Jackson,None,1988,0sKlV58cODrjxGFOyf9IXY,75
2837,37,"Don't Worry, Be Happy",Bobby McFerrin,None,1988,4hObp5bmIJ3PP3cKA9K9GY,68
2838,38,Make Me Lose Control,Eric Carmen,None,1988,31HhcRSNcS8Rgv9ldIfh66,56
2839,39,Red Red Wine,UB40,None,1988,4uOKFydzAejjSFqYbv1XPt,76
2840,40,She's Like the Wind,Patrick Swayze,Wendy Fraser,1988,7BdXRaSlGAzhySfuW3y8h5,65
2841,41,Bad Medicine,Bon Jovi,None,1988,72hcFp4tYkd3dbNA9dZ3Pv,70
2842,42,Kokomo,The Beach Boys,None,1988,1CnMKxIztQzO9DM9qADbP8,67
2843,43,I Don't Wanna Go on with You Like That,Elton John,None,1988,2Gd10PZnMktt3Cgo9s6yi0,57
2844,44,Together Forever,Rick Astley,None,1988,6ZiVaOE4ikIsYbuhVHizz9,54
2845,45,Monkey,George Michael,None,1988,2nzPzkGP9QSZ1lqvXTfyzT,44
2846,46,Devil Inside,INXS,None,1988,3m4OWJ3Ovl0pXwT79bw94N,51
2847,47,Should've Known Better,Richard Marx,None,1988,5j1zOOvkxxe4uZZ2Jgl8r4,53
2848,48,I Don't Wanna Live Without Your Love,Chicago,None,1988,1bQ6SZAR7xI0z6sIxK95KJ,48
2849,49,The Loco-Motion,Kylie Minogue,None,1988,2pX5qSgxQFwlrkjxph8fxb,61
2850,50,What Have I Done to Deserve This?,Pet Shop Boys,Dusty Springfield,1988,6SoXgLYqIDiR7Q4Npijwnp,56
2851,51,Make It Real,The Jets,None,1988,3fGR17imrNcMkwm5WZSBbI,44
2852,52,What's On Your Mind (Pure Energy),Information Society,None,1988,0sId1fkKRfPlyMMOSVShng,56
2853,53,Tell It to My Heart,Taylor Dayne,None,1988,3YVPpVJvJG2EauXurPA90F,69
2854,54,Out of the Blue,Debbie Gibson,None,1988,3A0wRQczzSNVtZfK8IBOMt,38
2855,55,Don't You Want Me,Jody Watley,None,1988,7r4ZN8F22eBQeN0aMqwzgN,48
2856,56,Desire,U2,None,1988,4D01oA1mGouaAT7fubvKRT,62
2857,57,I Get Weak,Belinda Carlisle,None,1988,2B1ylFlO2nBGJdPNb9vMnn,45
2858,58,Sign Your Name,Terence Trent D'Arby,None,1988,3lIpkjFnRxJ6Uvm8DgtgfV,63
2859,59,I Want to Be Your Man,Roger,None,1988,3C6xVHlZ8Z7cAzt63xdxH3,54
2860,60,Girlfriend,Pebbles,None,1988,38bP8r9yx49g6pdQ90NH1X,46
2861,61,Dirty Diana,Michael Jackson,None,1988,4FC7GMnGwYeAjuvC83Srbs,66
2862,62,1/2/03,Gloria Estefan,Miami Sound Machine,1988,0AO6H4lEJhuqWcmIebNhKO,38
2863,63,Mercedes Boy,Pebbles,None,1988,1ci5FGk5faD2gWyYl995yw,44
2864,64,Perfect World,Huey Lewis,the News,1988,0WBHEpJjcLd0tkuoClGboV,35
2865,65,New Sensation,INXS,None,1988,2bxY1baYlyXNzmjOkFvqId,56
2866,66,Catch Me (I'm Falling),Pretty Poison,None,1988,2MQ23MqDI0N9IVy8iaZddc,47
2867,67,If It Isn't Love,New Edition,None,1988,7JmPqImeW3kLoYVNBA9v11,60
2868,68,Rocket 2 U,The Jets,None,1988,6EAlodKHBI1HxpSozNegwv,37
2869,69,One Good Woman,Peter Cetera,None,1988,7ttAAvkXzs3IC1Qm3H1N3k,47
2870,70,Don't Be Cruel,Cheap Trick,None,1988,6A1MJbqxcHvNcT0u9qMqEP,48
2871,71,Candle in the Wind,Elton John,None,1988,1L9fzw2pXprOqtemTwtxXF,68
2872,72,Everything Your Heart Desires,Daryl Hall,John Oates,1988,4AiVt49hSjkkArFOIlAZhL,42
2873,73,Say You Will,Foreigner,None,1988,5nW7RbN0mBLPts9CURNwdy,52
2874,74,I Want Her,Keith Sweat,None,1988,24gxdUxufJ5eSamdYcPAKH,55
2875,75,Pink Cadillac,Natalie Cole,None,1988,1YpNDG1DnNadlZzR8kAXqF,44
2876,76,Fast Car,Tracy Chapman,None,1988,2M9ro2krNb7nr7HSprkEgo,79
2877,77,Electric Blue,Icehouse,None,1988,5aWvinQcbc1W1WdP0GQ6J1,62
2878,78,The Valley Road,Bruce Hornsby,the Range,1988,15Hgsooff9mLjxUhg2uXZz,48
2879,79,Don't Be Cruel,Bobby Brown,None,1988,5KG4OVGxSrFmNHGZBezJJn,52
2880,80,Always on My Mind,Pet Shop Boys,None,1988,2SWn864dJI5RNyrp3F4Kp1,54
2881,81,Piano in the Dark,Brenda Russell,Joe Esposito,1988,70RPjUR5l0jmBQndfNXP0z,48
2882,82,When It's Love,Van Halen,None,1988,7gG1RvwQRrofiL3tvq8pBI,53
2883,83,Don't Shed a Tear,Paul Carrack,None,1988,71Rr9TzqLF8NwsexpfyipC,46
2884,84,We'll Be Together,Sting,None,1988,2lj2TZc3z9jnuZPwqFLZXQ,25
2885,85,I Hate Myself for Loving You,Joan Jett,the Blackhearts,1988,2HXixVqzzm9rEUIMAWzshl,71
2886,86,I Don't Want to Live Without You,Foreigner,None,1988,19aYH2zhbnTNx4plfenrIk,58
2887,87,Nite and Day,Al B. Sure!,None,1988,3r0Rhl5Zdo9YjACZNsaBvN,54
2888,88,Don't You Know What the Night Can Do?,Steve Winwood,None,1988,4zGkOYqVX78eobhf2hTls4,31
2889,89,One Moment in Time,Whitney Houston,None,1988,3S3dZXxNGghLtOqehzHtii,57
2890,90,Can't Stay Away from You,Gloria Estefan,Miami Sound Machine,1988,3JeTD3IfCntCx3nLSAv56U,44
2891,91,Kissing a Fool,George Michael,None,1988,4ZCaO5I6XdIHb0X2UwNDtZ,56
2892,92,Cherry Bomb,John Cougar Mellencamp,None,1988,43oPpqzWPSZmeiwYicmzjG,64
2893,93,I Still Believe,Brenda K. Starr,None,1988,7D8LfO2ijOq9DnaVntnc3Q,47
2894,94,I Found Someone,Cher,None,1988,7cm9QkrwSWH0scegcO8XZ2,55
2895,95,Never Tear Us Apart,INXS,None,1988,1qQSRy9DjrGh3jtsSCU6B1,60
2896,96,Valerie,Steve Winwood,None,1988,3aAuIvgJGdp4wWd60riWfB,68
2897,97,Just Like Paradise,David Lee Roth,None,1988,5ZY7Gug850kv4heJcWZGHM,58
2898,98,Nothin' but a Good Time,Poison,None,1988,2V8KvnD5LVeeDChMWEkSzC,69
2899,99,Wait,White Lion,None,1988,63IItP7504rQwYgZqmsznL,47
2900,100,Prove Your Love,Taylor Dayne,None,1988,6qwTCkJ7red7bQsPxvgHaD,42
2901,1,Look Away,Chicago,None,1989,2dEVFDQ9Z9Gyl73yhoKl65,53
2902,2,My Prerogative,Bobby Brown,None,1989,0v9kGNjkKdQUdDoBIuiph4,59
2903,3,Every Rose Has Its Thorn,Poison,None,1989,43GS3mtezoIFiuIZCLLiDY,74
2904,4,Straight Up,Paula Abdul,None,1989,5xl5582IihbEZAnfj0xyso,64
2905,5,Miss You Much,Janet Jackson,None,1989,4r5VaK6H1bq0cTGPMTN97Z,51
2906,6,Cold Hearted,Paula Abdul,None,1989,6jrp8qBMJO6vhAeYVAsdk9,56
2907,7,Wind Beneath My Wings,Bette Midler,None,1989,2Pxqs0WmxxHTV5QaTdmt3Q,65
2908,8,Girl You Know It's True,Milli Vanilli,None,1989,0C7dYeCLF6ukChtW64UNge,63
2909,9,"Baby, I Love Your Way/Freebird Medley",Will to Power,None,1989,0kzSooCGpuphLwn8iTuO9h,57
2910,10,Giving You the Best That I Got,Anita Baker,None,1989,4FKHWhLF2dyjcoSnGlktw4,51
2911,11,Right Here Waiting,Richard Marx,None,1989,4LFwNJWoj74Yd71fIr1W8x,78
2912,12,Waiting For a Star to Fall,Boy Meets Girl,None,1989,5suJZTE8SpSmR4zMqxLg3V,60
2913,13,Lost in Your Eyes,Debbie Gibson,None,1989,6PMDILZiYo4YzMBbE0dGK9,67
2914,14,Don't Wanna Lose You,Gloria Estefan,None,1989,4tEpvocDTdNVR9DYxnJTFy,44
2915,15,Heaven,Warrant,None,1989,2dEgwtRjYl6TJkIwjRwn6z,63
2916,16,Girl I'm Gonna Miss You,Milli Vanilli,None,1989,2dThEJP9S344qzNhePcSzj,57
2917,17,The Look,Roxette,None,1989,79LdvxXi5JYUjhnO7v9Fi3,56
2918,18,She Drives Me Crazy,Fine Young Cannibals,None,1989,4d6eqRtpDX7tydHJGDZUBQ,73
2919,19,On Our Own,Bobby Brown,None,1989,3ojDU1HhKEfdExIN6QsK8q,51
2920,20,Two Hearts,Phil Collins,None,1989,0vDSWxRlWN0LWsSQdGIPuE,55
