,rank,title,artist,other artists,year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
4643,46,Laffy Taffy,D4L,None,2006,2ajhenDRiiAnCHHjsIOHhJ,67,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,224.253,4
4644,47,What You Know,T.I.,None,2006,0CAJdthKDdRjB2h8YOguN6,65,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,274.333,4
4645,48,Dirty Little Secret,The All-American Rejects,None,2006,5lDriBxJd22IhOH9zTcFrV,72,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38E-06,0.573,0.458,143.85,193.653,4
4646,49,Savin' Me,Nickelback,None,2006,4Gd9PUEuOTOJtbgd4YxLXM,67,0.441,0.815,3,-4.088,1,0.0276,0.000731,0,0.414,0.522,164.021,219.32,4
4647,50,Don't Forget About Us,Mariah Carey,None,2006,16YYQme8BlKAujcNAaOp65,22,0.701,0.548,10,-6.732,0,0.0383,0.0498,0,0.141,0.468,143.67,234.92,4
4648,51,Sexy Love,Ne-Yo,None,2006,10aWGOqSDBqvNzJ9NeKDbK,70,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220.853,4
4649,52,U and Dat,E-40,T-Pain,2006,7g7M96UGiA7OR79H86gV4m,64,0.858,0.484,6,-7.448,0,0.277,0.0241,1.80E-06,0.123,0.329,99.992,202.72,4
4650,53,Far Away,Nickelback,None,2006,0ADZ5dmXhlfzjMw6lefoPl,72,0.518,0.797,6,-5.153,1,0.0309,0.000696,0,0.107,0.293,132.915,238.173,4
4651,54,What's Left of Me,Nick Lachey,None,2006,1bPqAXwNiVcM6zjJU1Z4Cd,51,0.421,0.728,7,-5.644,1,0.035,0.136,0,0.136,0.311,150.12,244.667,4
4652,55,So What,Field Mob,Ciara,2006,0Uc706myy6Th7I6KQ9xA1x,57,0.931,0.486,6,-10.558,1,0.139,0.0579,0,0.161,0.896,120.026,216,4
4653,56,Do It to It,Cherish,Sean P,2006,6MBEjJlXQYXr8dfxDvZuoA,62,0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.495,0.794,74.007,226.293,4
4654,57,Black Horse and the Cherry Tree,KT Tunstall,None,2006,0qAMjeQFyd1qD0LDiV8gWp,64,0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.34,0.917,104.833,172.373,4
4655,58,There It Go (The Whistle Song),Juelz Santana,None,2006,50UkypyQJbSQLaXHke5Yep,62,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180.493,4
4656,59,Shoulder Lean,Young Dro,T.I.,2006,2OqYarizUUGzSSNHPrDEii,58,0.7,0.518,4,-7.191,0,0.177,0.0471,0,0.1,0.542,75.973,258.68,4
4657,60,Unpredictable,Jamie Foxx,Ludacris,2006,3UNrtRxBBlWE70SjxnOo02,54,0.734,0.599,9,-8.462,1,0.197,0.206,0,0.0555,0.772,145.185,219.867,4
4658,61,My Love,Justin Timberlake,T.I.,2006,4NeOWqHmlrGRuBvsLJC9rL,73,0.771,0.68,11,-5.881,0,0.224,0.277,1.18E-05,0.682,0.808,119.952,276.16,4
4659,62,Shake That,Eminem,Nate Dogg,2006,0fGh0trRN1xz3s41r7V5ce,74,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94E-05,0.157,0.534,107.005,274.44,4
4660,63,Pullin' Me Back,Chingy,Tyrese,2006,5hF2LnbkpnXCkksMSeWcxZ,62,0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80,234.133,4
4661,64,Bossy,Kelis,Too Short,2006,0Eu5SrReZzaJX0NLKI8tQS,52,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21E-06,0.0608,0.775,84.009,274.947,4
4662,65,Chain Hang Low,Jibbs,None,2006,0tYPj0NYa7vjlJaqlRSnJb,60,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207.587,4
4663,66,Smack That,Akon,Eminem,2006,2kQuhkFX7uSVepCD3h29g5,72,0.939,0.742,5,-5.171,0,0.0467,0.321,0,0.107,0.924,118.978,212.36,4
4664,67,One Wish,Ray J,None,2006,5qrzhg9Fmu8Amg2uMhHfe5,70,0.525,0.652,5,-7.042,0,0.28,0.278,0,0.339,0.602,127.673,337.64,4
4665,68,"Sugar, We're Goin Down",Fall Out Boy,None,2006,2TfSHkHiFO4gRztVIkggkE,80,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,229.093,4
4666,69,Gimme That,Chris Brown,Lil Wayne,2006,53ETzLQQKFCzykRbqWb1ph,65,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59E-05,0.118,0.444,87.165,186.827,4
4667,70,I Know You See It,Yung Joc,None,2006,6giYNaycmjkbf7UmZ6RGtL,52,0.744,0.368,1,-6.349,1,0.0524,0.0702,0,0.192,0.391,84.018,241.307,4
4668,71,Who Says You Can't Go Home,Bon Jovi,Jennifer Nettles,2006,5439qJTu5mVH9aeriwp03u,57,0.537,0.885,7,-3.641,1,0.0343,0.0437,0,0.274,0.802,131.698,230.28,4
4669,72,Too Little Too Late,JoJo,None,2006,3hc7PLcmuZbJGPjhIore1i,68,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,223.533,4
4670,73,Touch It,Busta Rhymes,None,2006,3HVJbdz0V402U5YggQK4Ao,56,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,214.96,5
4671,74,Rompe,Daddy Yankee,None,2006,2Q85xwXagilpHKTfdrbC7M,72,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018,204.52,4
4672,75,DÃÂ©jÃÂ  Vu,Beyonc�,Jay,2006,423EcxblW9F4nnQkqcqMlK,61,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22E-05,0.0743,0.355,105.253,240.28,4
4673,76,Life Is a Highway,Rascal Flatts,None,2006,2Fs18NaCDuluPG1DHGw1XG,75,0.582,0.952,5,-3.848,1,0.0731,0.00324,0,0.223,0.655,103.027,276.32,4
4674,77,Call Me When You're Sober,Evanescence,None,2006,663Karu2rvKLdnY0eo1n3M,68,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,214.707,4
4675,78,"Jesus, Take the Wheel",Carrie Underwood,None,2006,3lec3CzDPAxsZokPph5w87,63,0.359,0.518,2,-3.537,1,0.0302,0.665,0,0.106,0.135,76.572,226.493,4
4676,79,Show Stopper,Danity Kane,Yung Joc,2006,5FRIqUXfTazrtRmYEGO4G0,57,0.755,0.408,5,-10.33,0,0.187,0.0133,0,0.33,0.465,76.034,229.24,4
4677,80,Get Up,Ciara,Chamillionaire,2006,3rKCDtV8UcF0RytSiXxypc,59,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14E-06,0.0405,0.629,128.593,261.88,4
4678,81,We Be Burnin',Sean Paul,None,2006,4kOTDj4SiZPkW1p96WMDNv,60,0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,213.066,4
4679,82,Hate Me,Blue October,None,2006,1tL40tfdtUaSLek4DvDDr3,61,0.449,0.691,4,-5.65,0,0.0349,0.477,0,0.0966,0.201,93.267,380.2,4
4680,83,You and Me,Lifehouse,None,2006,0815caqt2Lytro5EIzMufT,78,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,195.493,3
4681,84,Beep,Pussycat Dolls,will.i.am,2006,5TXNLJ2EENAt3Tf9MX4kT2,52,0.935,0.745,7,-6.391,1,0.0431,0.00914,0,0.116,0.518,103.691,229.36,4
4682,85,I Think They Like Me,Dem Franchize Boyz,Jermaine Dupri,2006,5a4AQWs84xeEyYUd1iC2Pn,50,0.781,0.625,7,-9.139,1,0.373,0.00447,0,0.185,0.679,83.024,282.093,4
4683,86,Say Goodbye,Chris Brown,None,2006,5F7IJrXD6Fa3EmqoYE0gU4,68,0.8,0.502,1,-6.062,1,0.0371,0.00167,0,0.0784,0.388,115.091,289.76,4
4684,87,Waiting on the World to Change,John Mayer,None,2006,5imShWWzwqfAJ9gXFpGAQh,75,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201.173,4
4685,88,Soul Survivor,Young Jeezy,Akon,2006,0Ss50OU9tCozI7JIywkv14,68,0.682,0.483,10,-7.718,1,0.0451,0.00103,0,0.159,0.108,84.012,280.013,4
4686,89,Pump It,The Black Eyed Peas,None,2006,6btyEL6NwUa97Nex9cZFvo,71,0.649,0.931,1,-3.15,0,0.181,0.0093,0,0.751,0.744,153.645,213.067,4
4687,90,When I'm Gone,Eminem,None,2006,2lRI7n5b9jlPYsEpRuots6,64,0.608,0.745,10,-5.496,0,0.365,0.0551,0,0.27,0.725,150.068,281.12,4
4688,91,Hung Up,Madonna,None,2006,3850dYVgOFIXJh5U4BFEWH,75,0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337.733,4
4689,92,Stay Fly,Three 6 Mafia,Young Buck,2006,5MYFw4T2gy52pOGBN4EYHS,64,0.789,0.881,11,-5.758,1,0.0331,0.108,0,0.355,0.647,133.301,236.6,4
4690,93,Love,Keyshia Cole,None,2006,0W4NhJhcqKCqEP2GIpDCDq,76,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,255.333,4
4691,94,When You're Mad,Ne-Yo,None,2006,5FXOEdfNW7nYQrBWtW49Cl,58,0.66,0.548,6,-7.127,1,0.215,0.364,0,0.108,0.436,86.947,222,4
4692,95,Why You Wanna,T.I.,None,2006,1g0oI97rPdYuWDIpkbtQdv,52,0.802,0.772,1,-4.893,0,0.192,0.358,0,0.0603,0.654,96.046,215,4
4693,96,Stupid Girls,Pink,None,2006,1Ab6RxeKl3e07zP7Get7CX,60,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,197.173,4
4694,97,Feel Good Inc.,Gorillaz,None,2006,0d28khcov6AiegSCpG5TuT,83,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222.64,4
4695,98,I'm Sprung,T-Pain,Pain,2006,0F7rEdewJ6cSLylOZZpDu7,68,0.722,0.329,0,-11.617,0,0.108,0.088,0,0.081,0.166,99.991,230.713,4
4696,99,Do I Make You Proud,Taylor Hicks,None,2006,3lxFENvLW8nxXAbNfkZ7IJ,40,0.463,0.524,1,-8.207,1,0.0316,0.026,0,0.102,0.308,144.055,248.693,4
4697,100,For You I Will (Confidence),Teddy Geiger,None,2006,2ijMU9lYFCvGBzgwJ8Sd8q,4,0.315,0.751,1,-5.74,0,0.0517,0.0041,0,0.0984,0.272,119.566,228.88,4
4698,1,Irreplaceable,Beyonc�,None,2007,6RX5iL93VZ5fKmyvNXvF1r,74,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46E-06,0.167,0.509,175.868,227.853,4
4699,2,Umbrella,Rihanna,Jay,2007,49FYlytm3dAAraYgpoJZux,85,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,275.987,4
4700,3,The Sweet Escape,Gwen Stefani,Akon,2007,66ZcOcouenzZEnzTJvoFmH,70,0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,246.467,4
4701,4,Big Girls Don't Cry,Fergie,None,2007,3Q4WeJmzxuDpzMu9QjQqbM,77,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082,268.12,4
4702,5,Buy U a Drank (Shawty Snappin'),T-Pain,Yung Joc,2007,2aIdVb8v9KTpEZnftkz2mD,77,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,227.96,4
4703,6,Before He Cheats,Carrie Underwood,None,2007,0ZUo4YjG4saFnEJhdWp9Bt,77,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,199.947,4
4704,7,Hey There Delilah,Plain White T's,None,2007,4RCWB3V8V0dignt99LZ8vH,82,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,232.533,4
4705,8,I Wanna Love You,Akon,Snoop Dogg,2007,4xAk8Lw82G3YoVSOdVAsBx,70,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49E-06,0.275,0.368,99.985,247.067,4
4706,9,Say It Right,Nelly Furtado,None,2007,5AtFypwxB2ShXSxNj12dEd,59,0.871,0.869,1,-6.308,1,0.139,0.0409,0.00111,0.053,0.834,116.95,223.08,4
4707,10,Glamorous,Fergie,Ludacris,2007,4KTtYhxFtFL7mBwnjkKfLm,70,0.81,0.755,0,-6.408,1,0.201,0.288,0,0.0857,0.623,130.99,246.573,4
4708,11,Don't Matter,Akon,None,2007,7I6DceMT3utDOHjcYCbrr4,68,0.798,0.443,2,-6.062,1,0.0403,0.244,0,0.326,0.354,125.232,293.053,4
4709,12,Girlfriend,Avril Lavigne,None,2007,45hOioMDJktr86iKDHC8gr,77,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216.6,4
4710,13,Makes Me Wonder,Maroon 5,None,2007,1lHXlGlve5Zx8tXLhyjDwM,57,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211.08,4
4711,14,Party Like a Rockstar,Shop Boyz,None,2007,1IYaMVfidzSfvCUZYXhsU1,62,0.619,0.709,7,-4.633,1,0.0395,0.00541,0,0.507,0.68,144.972,253.4,4
4712,15,Smack That,Akon,Eminem,2007,2kQuhkFX7uSVepCD3h29g5,72,0.939,0.742,5,-5.171,0,0.0467,0.321,0,0.107,0.924,118.978,212.36,4
4713,16,This Is Why I'm Hot,Mims,None,2007,0AA6zq5ArZ1sSH7VIMi4NK,61,0.621,0.6,8,-6.349,1,0.576,0.277,0,0.495,0.485,80.021,253.707,4
4714,17,It's Not Over,Daughtry,None,2007,234RqTZmnDTnxWlVciXHLD,61,0.428,0.919,10,-3.245,0,0.0618,0.0503,0,0.245,0.294,145.927,214.831,4
4715,18,The Way I Are,Timbaland,Keri Hilson,2007,2NkDQv8y2DkoYQURdiZCOk,19,0.615,0.945,6,-3.752,1,0.0431,0.00671,0,0.764,0.904,119.962,230.12,4
4716,19,Fergalicious,Fergie,will.i.am,2007,1D066zixBwqFYqBhKgdPzp,73,0.906,0.584,8,-7.72,0,0.316,0.0576,0,0.128,0.831,129.055,292.373,4
4717,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,None,2007,66TRwr5uJwPt15mfFkzhbi,78,0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,221.933,4
4718,21,Give It to Me,Timbaland,Nelly Furtado,2007,0wbDgMuAoy7O7pL3a69uZx,69,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,234.027,4
4719,22,What Goes Around... Comes Around,Justin Timberlake,None,2007,3pD0f7hSJg2XdQ6udw5Tey,73,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76,448.573,4
4720,23,Cupid's Chokehold,Gym Class Heroes,Patrick Stump,2007,2Lhdl74nwwVGOE2Gv35QuK,71,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,243.773,4
4721,24,How to Save a Life,The Fray,None,2007,5fVZC9GiM4e8vu99W0Xf6J,83,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,262.533,4
4722,25,Home,Daughtry,None,2007,2mobr1UlKjhxDTOVqng3jw,59,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77E-06,0.198,0.338,143.986,255.652,4
4723,26,My Love,Justin Timberlake,T.I.,2007,4NeOWqHmlrGRuBvsLJC9rL,73,0.771,0.68,11,-5.881,0,0.224,0.277,1.18E-05,0.682,0.808,119.952,276.16,4
4724,27,Stronger,Kanye West,None,2007,4fzsfWzRhPawzqhX8Qt9F3,82,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311.867,4
4725,28,We Fly High,Jim Jones,None,2007,3RGyFugqjQjlL8XX0NW8dZ,58,0.506,0.799,1,-6.58,1,0.38,0.0791,0,0.0929,0.461,120.405,236.08,5
4726,29,U + Ur Hand,Pink,None,2007,1iOJQhxKSJ7dg3Dk03yPnl,65,0.709,0.891,0,-3.688,1,0.0528,0.00144,0,0.034,0.886,141.04,214.387,4
4727,30,Walk It Out,Unk,None,2007,6PBAPjshd2JfEiWpdf3C2a,59,0.794,0.777,1,-3.696,0,0.0813,0.0982,0,0.202,0.706,160.022,173.04,4
4728,31,Beautiful Girls,Sean Kingston,None,2007,1hGy2eLcmC8eKx7qr1tOqx,80,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225.373,4
4729,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,None,2007,1oagRT7LfpVlNJN6FSZDGp,69,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,212.04,4
4730,33,Bartender,T-Pain,Akon,2007,5kxddRG1RZaZROadk7iC4D,71,0.675,0.394,8,-8.539,1,0.133,0.0611,0,0.214,0.405,104.987,238.8,4
4731,34,"Pop, Lock & Drop It",Huey,None,2007,6vs9xToxh23nXF8sucqnfP,53,0.745,0.568,0,-8.332,1,0.164,0.000756,0,0.159,0.493,144.14,263.24,4
4732,35,Runaway Love,Ludacris,Mary J. Blige,2007,3QnEp4rluCxUwgpXT43jmC,54,0.405,0.721,1,-6.97,1,0.283,0.329,0,0.252,0.815,92.854,280.68,4
4733,36,Rockstar,Nickelback,None,2007,6n9yCXvLhnYMgJIiIcMu7D,70,0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.073,252.04,4
4734,37,Thnks fr th Mmrs,Fall Out Boy,None,2007,3Zwu2K0Qa5sT6teCCHPShP,79,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,203.507,4
4735,38,What I've Done,Linkin Park,None,2007,18lR4BzEs7e3qzc0KVkTpU,78,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64E-06,0.138,0.287,120.119,205.613,4
4736,39,Summer Love,Justin Timberlake,None,2007,1MBM7CyZbwJpVbbZJnHHRg,65,0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,252.973,4
4737,40,You,Lloyd,Lil Wayne,2007,5Y77SQxEr1eiofPeUTPHxM,72,0.412,0.876,5,-6.008,0,0.47,0.102,0,0.297,0.703,130.159,273.133,5
4738,41,Wait for You,Elliott Yamin,None,2007,0U969xYNlAyfzi8P1TaO7u,64,0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027,261.32,4
4739,42,Last Night,Diddy,Keyshia Cole,2007,61u8YHgwacXM9Sm5JOblkp,32,0.896,0.844,3,-4.231,0,0.1,0.259,0.00121,0.203,0.962,120.997,386.147,4
4740,43,Make It Rain,Fat Joe,Lil Wayne,2007,4JPCdSaqs9dJd7RatFSHww,60,0.744,0.697,11,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28,247.413,4
4741,44,Make Me Better,Fabolous,Ne,2007,0YkJU6TjjwzsVXUPRIO0DB,64,0.607,0.599,11,-6.886,1,0.0995,0.33,0,0.199,0.562,86.491,253.573,4
4742,45,Ice Box,Omarion,Timbaland,2007,5qhlC4Rzals34zxovrPzKp,61,0.775,0.731,8,-5.446,1,0.134,0.189,0,0.129,0.821,131.105,256.427,4
4743,46,Lips of an Angel,Hinder,None,2007,40LQiUUUKXVGyNs09lHVjW,74,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08E-06,0.203,0.251,129.084,261.853,4
4744,47,Waiting on the World to Change,John Mayer,None,2007,5imShWWzwqfAJ9gXFpGAQh,75,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201.173,4
4745,48,Lost Without U,Robin Thicke,None,2007,4V2F0DZrAXOWq9hkwMMG3x,65,0.664,0.351,0,-12.136,1,0.118,0.226,2.38E-06,0.106,0.816,113.204,254.147,5
4746,49,I'm a Flirt,R. Kelly,T.I.,2007,6w1DBbA8akxHPiBQ6nAyJq,63,0.835,0.571,8,-4.771,0,0.102,0.0716,0,0.0604,0.902,138.038,330.6,4
4747,50,If Everyone Cared,Nickelback,None,2007,44w63XqGr3sATAzOnOySgF,58,0.522,0.874,6,-4.392,0,0.0362,0.000273,0.00579,0.261,0.196,132.018,215.106,4
4748,51,Get It Shawty,Lloyd,None,2007,2a03afRiyAbNAleOByVju4,62,0.822,0.905,5,-4.032,0,0.241,0.123,0,0.0496,0.674,128.014,209.533,4
4749,52,Face Down,The Red Jumpsuit Apparatus,None,2007,4wzjNqjKAKDU82e8uMhzmr,77,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956,192,4
4750,53,The Way I Live,Baby Boy da Prince,None,2007,68Zq7PMcPIQE8ol1x3gAqw,59,0.88,0.438,0,-7.562,1,0.248,0.0147,0,0.0907,0.714,90.02,324.907,4
4751,54,Shortie Like Mine,Bow Wow,Chris Brown,2007,6oUGAx0vkBcnGzYkvw0ZsA,68,0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,268.067,4
4752,55,It Ends Tonight,The All-American Rejects,None,2007,1FMHNVeJ9s1x1l1WlaRs2I,62,0.454,0.636,0,-4.731,1,0.0273,0.00228,0,0.154,0.313,87.89,244.827,4
4753,56,A Bay Bay,Hurricane Chris,None,2007,6MnFB3qurhmGs1xdjrz5Bg,54,0.577,0.668,6,-4.884,1,0.514,0.105,0,0.0924,0.702,60.709,257.12,3
4754,57,Because of You,Ne-Yo,None,2007,6CFPFnS9EcLs2I0nWqtWci,77,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,266.84,4
4755,58,I Tried,Bone Thugs-N-Harmony,None,2007,2elA6JLRaQ6iB7hxiuTKN4,64,0.727,0.71,4,-6.142,1,0.0742,0.0104,0,0.107,0.378,81.995,287.48,4
4756,59,Welcome to the Black Parade,My Chemical Romance,None,2007,5wQnmLuC1W7ATsArWACrgW,79,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311.107,4
4757,60,Shawty,Plies,T-Pain,2007,0mYoKqA23wUUj7BTEgNzjg,64,0.444,0.708,4,-5.926,0,0.126,0.0419,0,0.0775,0.26,105.412,255.413,5
4758,61,Chasing Cars,Snow Patrol,None,2007,11bD1JtSjlIgKgZG2134DZ,80,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08E-05,0.132,0.136,104.016,267.933,4
4759,62,Beautiful Liar,Beyonc�,Shakira,2007,2HWWNoWEEEECwZhAiLg7ib,64,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,199.853,4
4760,63,SexyBack,Justin Timberlake,Timbaland,2007,0O45fw2L5vsWpdsOdXwNAR,79,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242.733,4
4761,64,Keep Holding On,Avril Lavigne,None,2007,4UPcXTh26ilb7owtuyHqNI,66,0.274,0.786,7,-2.354,1,0.0333,0.0374,0,0.143,0.146,161.061,239.907,3
4762,65,Let It Go,Keyshia Cole,Missy Elliott,2007,2RqZFOLOnzVmHUX7ZMcaES,70,0.806,0.721,10,-5.167,0,0.215,0.197,0,0.209,0.781,94.967,238.333,4
4763,66,Apologize,Timbaland,OneRepublic,2007,6ucR4KfvsBFWCMVFDvyKKl,75,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,184.4,4
4764,67,Bubbly,Colbie Caillat,None,2007,0rFOs9paloAvEtzwDX1Kmc,69,0.697,0.474,9,-6.663,1,0.0351,0.603,0,0.11,0.249,127.904,196.28,4
4765,68,Like a Boy,Ciara,None,2007,358bOvBiZCS9fRzNYosw6c,61,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,237.053,4
4766,69,Who Knew,Pink,None,2007,2hns6Dv29Yrg68AVTJiAyA,70,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,208.493,4
4767,70,Never Again,Kelly Clarkson,None,2007,24y3tSyLdRbpVsKhQrR2oj,47,0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.224,0.472,145.907,217.293,4
4768,71,Promise,Ciara,None,2007,1pLdjo3lOBbMaoR4ZpybFH,58,0.697,0.629,9,-5.757,1,0.0425,0.409,3.80E-06,0.0819,0.439,123.279,267.413,4
4769,72,Bed,J. Holiday,None,2007,6TlRNJaezOdzdECnQeRuMM,68,0.684,0.606,5,-7.268,0,0.0504,0.17,0,0.058,0.723,127.901,275.107,4
4770,73,Throw Some D's,Rich Boy,Polow da Don,2007,6SmPPtaMnfxgz5duA6t9Cu,59,0.697,0.86,11,-5.181,1,0.43,0.0368,0,0.0721,0.433,160.895,263.92,4
4771,74,Rehab,Amy Winehouse,None,2007,1L5tZi0izXsi5Kk5OJf4W0,69,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83E-06,0.396,0.732,71.515,213.76,4
4772,75,Big Shit Poppin' (Do It),T.I.,None,2007,5tEbnKMOMK8LLoOIsEkWRr,53,0.634,0.84,8,-4.663,1,0.248,0.134,0,0.484,0.489,169.041,287.373,4
4773,76,No One,Alicia Keys,None,2007,6IwKcFdiRQZOWeYNhUiWIv,82,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68E-06,0.134,0.166,90.042,253.813,4
4774,77,The Great Escape,Boys Like Girls,None,2007,56Tl3UgyZTqfZtvFNS31wm,62,0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934,206.52,4
4775,78,2 Step,Unk,None,2007,7beqVxFB2g7DlL09mvfjDv,50,0.763,0.797,11,-2.274,0,0.0977,0.0583,0,0.299,0.645,77.003,195.787,4
4776,79,Walk Away (Remember Me),Paula DeAnda,The D.E.Y.,2007,0Sc9UwBpChiRKRF8DKvWKZ,57,0.672,0.585,0,-5.797,1,0.0582,0.192,0,0.156,0.834,77.998,238.16,4
4777,80,Go Getta,Young Jeezy,R. Kelly,2007,03b1NUHnoavfpLLKcEMfIb,52,0.392,0.751,3,-6.586,0,0.155,0.105,0,0.15,0.438,173.825,229.347,4
4778,81,Here (In Your Arms),Hellogoodbye,None,2007,2L3bghVRLkBbIQzSaEUytZ,54,0.701,0.608,5,-6.819,1,0.0374,0.206,0.0041,0.273,0.794,126.044,240.547,4
4779,82,On the Hotline,Pretty Ricky,None,2007,1zyqZONW985Cs4osz9wlsu,58,0.704,0.854,10,-5.477,0,0.183,0.0185,0,0.148,0.688,92.988,242.587,4
4780,83,Wind It Up,Gwen Stefani,None,2007,1GeECVH4Msg1zLm8DExkbH,50,0.961,0.9,8,-6.874,1,0.0678,0.309,0.000199,0.354,0.95,120.006,189.587,4
4781,84,Cyclone,Baby Bash,T-Pain,2007,0x1LCpY9Rgeq97VPajm81B,65,0.644,0.725,11,-4.622,1,0.0701,0.0112,0,0.146,0.584,77.977,222.053,4
4782,85,Break It Off,Rihanna,Sean Paul,2007,4PgtB6Sul8WDTRZCe5e8St,51,0.897,0.738,10,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966,213.373,4
4783,86,First Time,Lifehouse,None,2007,40Fp6pxcS9l08kL1R50mR4,51,0.442,0.952,3,-2.214,1,0.0541,2.41E-05,0,0.205,0.505,130.682,203.64,4
4784,87,Ayo Technology,50 Cent,Justin Timberlake,2007,36Hwcla06Q5BCr59CL0sBp,56,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,247.947,4
