,rank,title,artist,other artists,year,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
2325,27,Up Where We Belong,Joe Cocker,Jennifer Warnes,1983,4U6mBgGP8FXN6UH4T3AJhu,72,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67E-05,0.0632,0.227,139.912,232.667,4
2326,28,Mr. Roboto,Styx,None,1983,7C0rG4oWO7VeZcffyW1sK9,62,0.663,0.482,1,-12.093,1,0.0479,0.186,0,0.0521,0.314,144.13,328.707,4
2327,29,You Are,Lionel Richie,None,1983,2SQkCUj5rYrFCRKnaTbYYr,55,0.777,0.456,1,-12.736,1,0.033,0.196,3.23E-05,0.0473,0.727,111.981,300.88,4
2328,30,Der Kommissar,After the Fire,None,1983,0ROtxObpdDA25o5DriPSOk,50,0.694,0.716,7,-7.468,1,0.0513,0.00909,0.000814,0.0772,0.889,121.427,337.187,4
2329,31,Puttin' on the Ritz,Taco,None,1983,1taGkdO3DQsNRIQrarhVvc,58,0.798,0.292,0,-17.112,1,0.0777,0.152,0.00101,0.185,0.812,98.653,281.16,4
2330,32,Sexual Healing,Marvin Gaye,None,1983,3VZmChrnVW8JK6ano4gSED,74,0.805,0.601,0,-9.7,0,0.0579,0.119,0.000129,0.0581,0.746,94.382,238.6,4
2331,33,(Keep Feeling) Fascination,The Human League,None,1983,0ZfZaT7NByalxa6bct5G67,45,0.711,0.609,0,-9.042,1,0.0764,0.381,1.24E-06,0.204,0.674,118.132,224.733,4
2332,34,Time (Clock of the Heart),Culture Club,None,1983,5Jak77MTrWWypQr85wmXeo,54,0.723,0.633,0,-11.24,0,0.0357,0.529,0,0.0701,0.898,116.95,223.693,4
2333,35,The Safety Dance,Men Without Hats,None,1983,2IqPRjJAcLvPqAEbnB2VJz,56,0.765,0.824,0,-6.354,1,0.0386,0.0436,2.75E-05,0.16,0.349,100.193,278.227,4
2334,36,Mickey,Toni Basil,None,1983,5G9KcZaxfCysfv4EryCB9b,52,0.595,0.928,4,-4.457,1,0.0503,0.0569,0,0.0336,0.982,149.975,252.885,4
2335,37,You Can't Hurry Love,Phil Collins,None,1983,4YwbSZaYeYja8Umyt222Qf,78,0.62,0.936,7,-4.593,1,0.0308,0.0261,0,0.0679,0.763,97.527,175.747,4
2336,38,Separate Ways (Worlds Apart),Journey,None,1983,4ECNtOnqzxutZkXP4TE3n3,69,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17E-06,0.277,0.377,131.435,323.707,4
2337,39,One on One,Hall,Oates,1983,1ANmX8emjTaiR5BPeswuNi,54,0.748,0.302,0,-15.334,1,0.028,0.835,0.298,0.198,0.815,95.614,258.013,4
2338,40,We've Got Tonight,Kenny Rogers,Sheena Easton,1983,5vXsj8L4DK1gGQ43BBG028,69,0.543,0.227,8,-11.247,1,0.0298,0.767,4.29E-05,0.103,0.292,123.548,234.56,4
2339,41,1999,Prince,None,1983,6mpi5XNmIgPfkEzu10OdIP,21,0.882,0.562,5,-10.971,1,0.0515,0.265,1.68E-05,0.745,0.715,119.165,218.867,4
2340,42,Stray Cat Strut,Stray Cats,None,1983,5yogRsv5ggT6iCnFgvdpho,52,0.679,0.609,0,-9.482,0,0.0347,0.0957,0.00113,0.0474,0.695,132.467,198,4
2341,43,Allentown,Billy Joel,None,1983,59xhCcRskqyMtKzdvLZDfV,54,0.69,0.837,7,-8.312,1,0.0289,0.127,7.20E-06,0.102,0.967,113.817,230.16,4
2342,44,Stand Back,Stevie Nicks,None,1983,6sleEAnBH0sZMe0pOQNidG,58,0.638,0.783,11,-9.455,0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,297.093,4
2343,45,Tell Her About It,Billy Joel,None,1983,6kCJMxv445L2okuTiou1fR,57,0.565,0.894,8,-5.241,1,0.175,0.00777,0,0.49,0.737,182.262,229.2,4
2344,46,Always Something There to Remind Me,Naked Eyes,None,1983,3ZXcjz3A5vNsR5dA1e6ITl,59,0.609,0.777,7,-5.853,1,0.0377,0.126,0,0.519,0.682,149.252,219.373,4
2345,47,Truly,Lionel Richie,None,1983,7AslBsiVLQAGrmFmi79ZeK,62,0.366,0.238,1,-13.853,1,0.038,0.646,1.00E-05,0.0876,0.131,68.377,200.507,4
2346,48,Dirty Laundry,Don Henley,None,1983,7LFer4drCtWSyD8oxORZtC,63,0.756,0.773,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,0.954,98.384,336.8,4
2347,49,The Girl Is Mine,Michael Jackson,Paul McCartney,1983,6ccHuWQAQhdZ0JCFlTHvNM,49,0.454,0.664,9,-6.557,1,0.0846,0.385,2.86E-06,0.246,0.696,79.88,221.6,4
2348,50,Too Shy,Kajagoogoo,None,1983,6WEBIVqiEsevfgJefTyuQQ,61,0.702,0.871,10,-6.728,0,0.0926,0.127,4.18E-05,0.0819,0.664,107.982,221.52,4
2349,51,Goody Two-Shoes,Adam Ant,None,1983,760xFXFj5Fksa3jawSCn5g,57,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472,209.213,4
2350,52,Rock the Casbah,The Clash,None,1983,56KqaFSGTb7ifpt16t5Y1N,74,0.796,0.872,9,-6.722,0,0.0573,0.287,0,0.284,0.866,129.894,222.427,4
2351,53,Our House,Madness,None,1983,1qV6e4ITnfGmA6m6Vklvbi,59,0.601,0.649,7,-10.57,1,0.0554,0.0285,7.71E-05,0.127,0.708,121.66,201.133,4
2352,54,Overkill,Men at Work,None,1983,3iA4foXIFpekwHyma7pRs1,61,0.646,0.809,1,-3.99,0,0.0282,0.0854,0,0.0806,0.588,139.2,229.467,4
2353,55,Is There Something I Should Know?,Duran Duran,None,1983,3X4T0KunohTtDaecqBZ8vC,46,0.57,0.967,7,-4.956,1,0.076,0.0218,6.44E-06,0.285,0.776,124.856,249.667,4
2354,56,Gloria,Laura Branigan,None,1983,15ob9SMGLWrexuPuyuMjKl,66,0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.875,131.338,295.067,4
2355,57,Affair of the Heart,Rick Springfield,None,1983,6VtP2yma4hAdriyLHAunYN,34,0.636,0.907,9,-5.96,0,0.0429,0.135,1.16E-06,0.0989,0.465,129.063,227.213,4
2356,58,She's a Beauty,The Tubes,None,1983,7HF88mJXq8DpotZohoW2mo,56,0.689,0.789,2,-8.565,1,0.0359,0.0684,0.000516,0.297,0.631,110.739,240.667,4
2357,59,Solitaire,Laura Branigan,None,1983,66f0rfiEAjfM7mqhp7Gyy1,34,0.695,0.826,6,-5.298,0,0.03,0.363,0.00391,0.113,0.797,138.677,245.933,4
2358,60,Don't Let It End,Styx,None,1983,0huaODTI1xKsfJJk8EJEkf,45,0.41,0.24,1,-14.55,1,0.0318,0.318,2.00E-06,0.0741,0.167,112.808,296.107,4
2359,61,How Am I Supposed to Live Without You,Laura Branigan,None,1983,5GzyRXMbtyoN8A4lgYicTP,39,0.559,0.469,10,-8.26,1,0.0355,0.813,8.33E-05,0.134,0.185,139.079,263.32,4
2360,62,China Girl,David Bowie,None,1983,5Ei9o2fHEnfHb84YrPuz4v,62,0.651,0.699,4,-7.867,0,0.0277,0.039,0.0659,0.124,0.832,133.793,333.817,4
2361,63,Come Dancing,The Kinks,None,1983,0cTwMCvozZBj8jCq6o27nk,51,0.491,0.751,7,-11.549,1,0.0686,0.23,1.22E-05,0.0666,0.916,152.43,236.735,4
2362,64,"Promises, Promises",Naked Eyes,None,1983,6n4t5iMFjHmA3ErCOLT9O8,52,0.746,0.895,5,-5.38,1,0.0657,0.102,0.00022,0.0594,0.746,115.691,225.84,4
2363,65,The Other Guy,Little River Band,None,1983,1cVSNQ0yL8EdISYFLaxW6m,33,0.805,0.594,5,-7.655,1,0.0456,0.264,0,0.0763,0.822,108.521,169.2,4
2364,66,Making Love Out of Nothing at All,Air Supply,None,1983,01MXkFA8sL7at6txavDErt,72,0.388,0.72,7,-5.541,1,0.033,0.202,0.000288,0.283,0.554,141.283,341.747,4
2365,67,Family Man,Hall,Oates,1983,5KiDWqKsU0EfXQJdnWSOn9,48,0.766,0.651,2,-11.411,0,0.0349,0.467,7.71E-05,0.147,0.898,131.487,204.813,4
2366,68,Wanna Be Startin' Somethin',Michael Jackson,None,1983,2kulOHR2XY6YDZCWXb38hn,66,0.846,0.922,6,-4.206,0,0.0438,0.0219,0.355,0.0623,0.899,122.195,362.373,4
2367,69,I Won't Hold You Back,Toto,None,1983,7D4EtbE7LfQiH8CWj7fQoz,60,0.539,0.306,0,-15.067,0,0.0264,0.404,0,0.0608,0.0643,102.245,293.307,4
2368,70,All Right,Christopher Cross,None,1983,5tE2kEW1Jom3Qc93UPBT79,64,0.711,0.647,6,-5.225,0,0.0353,0.17,0,0.234,0.504,132.752,253.653,4
2369,71,Straight from the Heart,Bryan Adams,None,1983,5eaK7PLGwyDXmHfTdWZZuE,55,0.587,0.237,0,-18.466,1,0.0272,0.0766,0,0.139,0.366,84.764,211.933,4
2370,72,Heart to Heart,Kenny Loggins,None,1983,2KaA0Tgl3RmQLzcvLEtzLH,52,0.698,0.456,0,-12.773,1,0.039,0.356,2.96E-05,0.0313,0.796,81.66,322.333,4
2371,73,My Love,Lionel Richie,None,1983,6l9fOwFZ2pZzGUAVnPM76l,50,0.267,0.16,8,-13.155,1,0.0362,0.689,0,0.086,0.122,62.308,244.973,4
2372,74,I'm Still Standing,Elton John,None,1983,1jDJFeK9x3OZboIAHsY9k2,81,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183.44,4
2373,75,Hot Girls in Love,Loverboy,None,1983,1pB5Y2BPLez1J49KKKewUE,43,0.495,0.772,9,-11.164,1,0.0535,0.00658,6.27E-06,0.182,0.56,153.743,239,4
2374,76,It's a Mistake,Men at Work,None,1983,1ArdfXwdvwzapms9p1wxEb,55,0.7,0.618,11,-4.593,1,0.0261,0.232,2.65E-05,0.072,0.937,106.061,286.973,4
2375,77,I'll Tumble 4 Ya,Culture Club,None,1983,2QaTacWkV0bC68QYNCI3k6,47,0.825,0.759,7,-13.983,1,0.0769,0.249,0,0.348,0.769,112.611,156.173,4
2376,78,All This Love,DeBarge,None,1983,6ABtlkvl08XQo6Xu24FJaf,54,0.452,0.674,5,-5.636,0,0.0355,0.151,1.09E-06,0.094,0.428,187.159,352.587,4
2377,79,Your Love Is Driving Me Crazy,Sammy Hagar,None,1983,3OghNV9ZOUbAj62CZptOEP,52,0.586,0.574,4,-10.83,1,0.0312,0.135,0,0.169,0.739,146.738,211.227,4
2378,80,Heartbreaker,Dionne Warwick,None,1983,3iMLRCGHLQ135LtMjKLkO8,59,0.671,0.514,1,-13.561,0,0.0239,0.0921,1.53E-05,0.137,0.803,100.771,258.206,4
2379,81,Faithfully,Journey,None,1983,57ebBLITHpRgRKGrlbxMZS,69,0.202,0.644,11,-5.212,1,0.0324,0.0979,0,0.109,0.252,85.04,267.08,5
2380,82,Steppin' Out,Joe Jackson,None,1983,2KY0QUeRY3IPuJI1gyU9BJ,53,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,268.2,4
2381,83,Take Me to Heart,Quarterflash,None,1983,4XcUFQNTiX4IHmA4K51snP,38,0.689,0.497,2,-14.377,1,0.0319,0.263,5.60E-06,0.218,0.639,114.034,212.893,4
2382,84,(She's) Sexy + 17,Stray Cats,None,1983,5x5FUXjs53WbPuTwT6WD8d,46,0.525,0.931,9,-5.593,1,0.0583,0.00831,0,0.106,0.75,89.9,194.067,4
2383,85,Try Again,Champaign,None,1983,0WbfjzHowY2PZAco1JEvis,39,0.758,0.576,10,-11.477,1,0.0417,0.589,9.57E-06,0.146,0.712,128.214,226.627,4
2384,86,Dead Giveaway,Shalamar,None,1983,0iR5u87eNaxH9VQXQLQ7Db,27,0.651,0.866,0,-9.069,1,0.0317,0.0517,5.95E-05,0.121,0.962,149.258,303.68,4
2385,87,Lawyers in Love,Jackson Browne,None,1983,26lCNg8WekUoDbLhEbUyXZ,43,0.522,0.74,9,-6.496,1,0.0284,0.0286,0.00126,0.145,0.639,139.031,259.747,4
2386,88,What About Me,Moving Pictures,None,1983,70hkUdHxJi9ILUwEDG1eNL,42,0.631,0.392,7,-10.229,1,0.029,0.628,0,0.145,0.191,126.532,217.013,4
2387,89,Human Nature,Michael Jackson,None,1983,35lAjvsvS9k9HHuP1fjDT8,67,0.624,0.512,2,-10.041,1,0.0297,0.541,0.00478,0.26,0.685,93.059,245.56,4
2388,90,Photograph,Def Leppard,None,1983,18URo35acNKRTHfEdjTcGn,68,0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,247.962,4
2389,91,Pass the Dutchie,Musical Youth,None,1983,1BkY0N8ChFk2mdLbAUu8ZK,62,0.805,0.418,7,-14.374,1,0.0979,0.459,0,0.288,0.966,149.724,205.427,4
2390,92,TRUE,Spandau Ballet,None,1983,0CsM8VGDi38kusMv3pxyj1,75,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,329.147,4
2391,93,Far from Over,Frank Stallone,None,1983,0mbImplrU76kIvd52GlNbt,50,0.528,0.7,0,-13.157,1,0.0346,0.038,0.0019,0.217,0.883,166.499,195.893,4
2392,94,I've Got a Rock 'n' Roll Heart,Eric Clapton,None,1983,0pEu81PfEP0L9u4iTY5zvI,49,0.725,0.73,9,-6.514,1,0.0299,0.312,0,0.161,0.805,100.021,193.387,4
2393,95,It Might Be You,Stephen Bishop,None,1983,2wBblZ0wyRVjSVKQrNwSFx,43,0.577,0.391,7,-10.591,1,0.0243,0.21,7.20E-05,0.393,0.253,89.676,253.867,4
2394,96,"Tonight, I Celebrate My Love",Peabo Bryson,Roberta Flack,1983,7JOyY9GA3P2Evx50oetDKb,68,0.482,0.211,3,-14.518,1,0.0318,0.803,1.36E-05,0.154,0.158,116.902,211,4
2395,97,You Got Lucky,Tom Petty,the Heartbreakers,1983,5eMZ3EPIMGoWlrrVhxatdv,53,0.687,0.649,9,-6.776,0,0.0273,0.0381,1.08E-05,0.043,0.641,114.811,217.96,4
2396,98,Don't Cry,Asia,None,1983,3rZLNPadgHyZ2ST4UgrsI1,46,0.363,0.867,0,-8.635,1,0.0563,0.2,1.15E-06,0.134,0.491,147.93,210.4,4
2397,99,Breaking Us in Two,Joe Jackson,None,1983,36lvQP8MgB6ZDJ0zgQ64Cn,38,0.645,0.273,9,-18.771,1,0.0295,0.326,0,0.166,0.509,108.965,292.897,4
2398,100,Fall in Love with Me,Earth,Wind,1983,5qugKP8gPqN91O7KBMkW6P,38,0.862,0.588,0,-11.363,1,0.0536,0.109,0.000452,0.0869,0.778,117.464,352.067,4
2399,1,When Doves Cry,Prince,None,1984,51H2y6YrNNXcy3dfc3qSbA,73,0.729,0.989,9,-4.613,0,0.049,0.0102,4.45E-05,0.443,0.84,126.47,352.906,4
2400,2,What's Love Got to Do with It,Tina Turner,None,1984,4kOfxxnW1ukZdsNbCKY9br,77,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41E-06,0.0853,0.792,97.84,226.88,4
2401,3,Say Say Say,Paul McCartney,Michael Jackson,1984,1db0gbTSKdRQum8VlbNkiO,65,0.822,0.686,10,-10.456,0,0.0472,0.115,0.000982,0.0463,0.828,117.743,235.693,4
2402,4,Footloose,Kenny Loggins,None,1984,6W2VbtvMrDXm5vYeB7amkO,72,0.546,0.895,9,-7.189,1,0.0579,0.0819,1.42E-05,0.0768,0.494,174.089,220.707,4
2403,5,Against All Odds (Take a Look at Me Now),Phil Collins,None,1984,63CHa6rmamv9OsehkRD8oz,76,0.58,0.498,1,-6.901,1,0.0277,0.198,0,0.132,0.111,116.271,206.36,4
2404,6,Jump,Van Halen,None,1984,7N3PAbqfTjSEU1edb2tY8j,81,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,241.6,4
2405,7,Hello,Lionel Richie,None,1984,0mHyWYXmmCB9iQyK18m3FQ,60,0.487,0.246,9,-14.104,0,0.0376,0.414,0,0.0983,0.0562,61.084,251.107,4
2406,8,Owner of a Lonely Heart,Yes,None,1984,0GTK6TesV108Jj5D3MHsYb,72,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268.507,4
2407,9,Ghostbusters,Ray Parker Jr.,None,1984,300zfRaCgTmEm5Eqe3HqZZ,65,0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,240.8,4
2408,10,Karma Chameleon,Culture Club,None,1984,2wSAWEYUHkt92X4SBAPqZE,76,0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,252.773,4
2409,11,Missing You,John Waite,None,1984,1Qrdlkgg9I4J7r3P4kZNwr,72,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,269.76,4
2410,12,All Night Long (All Night),Lionel Richie,None,1984,2Wb9ejnmy27DUTUe9YF5Ew,66,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,260.427,4
2411,13,Let's Hear It for the Boy,Deniece Williams,None,1984,4VyU9Tg4drTj2mOUZHSK2u,67,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,262.44,4
2412,14,Dancing in the Dark,Bruce Springsteen,None,1984,7FwBtcecmlpc1sLySPXeGE,79,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,241.307,4
2413,15,Girls Just Want To Have Fun,Cyndi Lauper,None,1984,4y1LsJpmMti1PfRQV9AWWe,79,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238.267,4
2414,16,The Reflex,Duran Duran,None,1984,4sz1Ng2Cgidfqqiy0pNL6R,58,0.554,0.888,0,-6.664,1,0.087,0.107,0,0.291,0.82,126.701,267.427,4
2415,17,Time After Time,Cyndi Lauper,None,1984,7o9uu2GDtVDr9nsR7ZRN73,74,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34E-06,0.0824,0.294,130.388,241.333,4
2416,18,Jump (For My Love),The Pointer Sisters,None,1984,3L9ClO1W5KmebIXTrlKShF,61,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,267.227,4
2417,19,Talking in Your Sleep,The Romantics,None,1984,7fRvtXvJMpGfTLdF0M09a1,63,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,235.093,4
2418,20,Self Control,Laura Branigan,None,1984,6JNJERZGJwDVgkmbohBw7u,73,0.814,0.686,6,-12.172,0,0.0342,0.219,0.00382,0.155,0.778,106.679,246.44,4
2419,21,Let's Go Crazy,Prince,The Revolution,1984,0QeI79sp1vS8L3JgpEO7mD,64,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,280,4
2420,22,Say It Isn't So,Hall,Oates,1984,2bZswvNGESo7MKeg7SQ9rp,49,0.769,0.595,4,-11.796,0,0.028,0.0588,0,0.18,0.969,113.971,256.673,4
2421,23,Hold Me Now,Thompson Twins,None,1984,0BJU4rYOfj43xHw6gvTIwE,59,0.787,0.517,7,-12.794,1,0.0332,0.658,1.07E-05,0.292,0.885,108.186,286.667,4
2422,24,Joanna,Kool,The Gang,1984,6edQfeOlqbGteYixpJl3Sm,51,0.857,0.602,10,-8.311,1,0.029,0.489,0.0244,0.317,0.957,105.157,239.627,4
2423,25,I Just Called to Say I Love You,Stevie Wonder,None,1984,6RNDeRnWsRMjPdNVgupZCs,77,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57E-06,0.0943,0.65,113.535,262.24,4
2424,26,Somebody's Watching Me,Rockwell,None,1984,6zAaM3FFUaUineZXXzJlVy,65,0.781,0.599,1,-6.348,0,0.0315,0.0355,0.000244,0.0917,0.854,124.112,236.48,4
2425,27,Break My Stride,Matthew Wilder,None,1984,1mCsF9Tw4AkIZOjvZbZZdT,78,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,184.48,4
2426,28,99 Luftballons,Nena,None,1984,4ZhPLoMzZwewHLLjV1J15c,75,0.575,0.555,4,-7.495,1,0.0453,0.103,1.30E-06,0.111,0.504,95.361,232.467,4
2427,29,I Can Dream About You,Dan Hartman,None,1984,37nxLdGbmgEYQYrqe14xOp,54,0.743,0.5,9,-14.105,1,0.0513,0.0515,0,0.0373,0.903,112.989,249.56,4
2428,30,The Glamorous Life,Sheila E.,None,1984,179SfVFJ0ZN41toTxnpgRD,55,0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,543.56,4
2429,31,Oh Sherrie,Steve Perry,None,1984,4zEi4tr3lEhiAvTRxEzbEz,66,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13E-06,0.107,0.317,203.753,229.347,4
2430,32,Stuck on You,Lionel Richie,None,1984,0ROwoz82DIW4tOzkxYnSjf,60,0.522,0.346,5,-15.462,1,0.0297,0.258,0,0.114,0.27,131.692,195.133,4
2431,33,I Guess That's Why They Call It the Blues,Elton John,None,1984,23l1kVpqMVREiwU1YAlcr4,70,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,285.333,3
2432,34,She Bop,Cyndi Lauper,None,1984,2FAL6hxj5Qxuj0kWOkEOsF,53,0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,229.267,4
2433,35,Borderline,Madonna,None,1984,4FMNpPI7mkhdeFCCk6fZiE,58,0.807,0.764,2,-5.186,1,0.0312,0.082,3.87E-05,0.115,0.371,119.867,238.36,4
2434,36,Sunglasses at Night,Corey Hart,None,1984,1QbQL5m30YNvukitIqAnFG,62,0.686,0.609,10,-11.469,0,0.0444,0.258,0.00015,0.113,0.719,127.736,320.528,4
2435,37,Eyes Without a Face,Billy Idol,None,1984,0pUVeEgZuNyFzIMKp67RbS,71,0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,299.24,4
2436,38,Here Comes the Rain Again,Eurythmics,None,1984,78RIER8V6EhrqVPOBi2GYa,65,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,294.587,4
2437,39,Uptown Girl,Billy Joel,None,1984,5zA8vzDGqPl2AzZkEYQGKh,79,0.701,0.943,4,-2.986,1,0.0456,0.0747,0,0.601,0.791,128.992,197.707,4
2438,40,Sister Christian,Night Ranger,None,1984,57trQKFZdJxHia4sMJioWk,65,0.448,0.35,5,-16.239,1,0.0393,0.147,2.27E-06,0.0842,0.234,177.279,302.933,4
2439,41,Drive,The Cars,None,1984,3wfujdbamR3Z46F4xav7LM,71,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,234.493,5
2440,42,Twist of Fate,Olivia Newton-John,None,1984,533BzrB9TWzWH27T9Ra7Um,41,0.605,0.693,1,-8.84,0,0.0409,0.253,0.00025,0.103,0.579,164.343,218.227,4
2441,43,Union of the Snake,Duran Duran,None,1984,3JpaL6FMH9kjVWMA1mTmRl,48,0.617,0.86,11,-4.548,0,0.0896,0.138,9.32E-06,0.653,0.739,115.727,259.933,4
2442,44,The Heart of Rock & Roll,Huey Lewis,the News,1984,715sEYWkafd4xvl87dwZgu,57,0.594,0.756,10,-8.82,1,0.0379,0.0316,0.000102,0.222,0.956,143.301,304.92,4
2443,45,Hard Habit to Break,Chicago,None,1984,3Tows9RnoAq9CmMJaII2cO,61,0.584,0.612,2,-5.833,1,0.0283,0.448,0,0.171,0.402,81.182,283.733,4
2444,46,The Warrior,Scandal,None,1984,2hQnLzly0jRPpLPp23sA4i,58,0.606,0.777,2,-11.034,1,0.0347,0.089,0,0.321,0.859,123.077,240.827,4
2445,47,If Ever You're in My Arms Again,Peabo Bryson,None,1984,6ucfemTqUh5NjU161g4LtV,48,0.599,0.442,3,-9.755,0,0.0239,0.667,0,0.143,0.415,96.213,255.72,4
2446,48,Automatic,The Pointer Sisters,None,1984,0yPEHHXezar80rMIQVRfTu,45,0.784,0.453,5,-16.124,1,0.0506,0.163,0,0.45,0.927,110.704,286.613,4
2447,49,Let the Music Play,Shannon,None,1984,4d8Bqtm7ODdQLFXxPSuK64,57,0.765,0.872,10,-6.993,0,0.119,0.0038,0.482,0.275,0.901,118.074,216,4
2448,50,To All the Girls I've Loved Before,Julio Iglesias,Willie Nelson,1984,0uBwcaTkY1BPpIZhxuhS67,47,0.551,0.572,6,-7.244,1,0.0328,0.521,1.86E-05,0.0859,0.337,82.22,212.667,4
2449,51,Caribbean Queen,Billy Ocean,None,1984,4JEylZNW8SbO4zUyfVrpb7,69,0.79,0.649,5,-7.506,1,0.0265,0.166,8.68E-05,0.092,0.954,113.797,244.427,4
2450,52,That's All,Genesis,None,1984,2zFdsAIk9r2Mi7Lmm1w3sM,64,0.697,0.627,4,-7.941,0,0.0328,0.224,0.0138,0.06,0.797,87.695,265.533,4
2451,53,Running with the Night,Lionel Richie,None,1984,3dciOkDSHPrhvriovMdw8N,41,0.766,0.598,9,-9.72,0,0.0355,0.0258,0.000617,0.522,0.756,120.19,249.347,4
2452,54,Sad Songs (Say So Much),Elton John,None,1984,1fF2dvBsbTk2wrOEaR6f5B,53,0.745,0.911,0,-6.259,1,0.0285,0.148,0.000522,0.375,0.93,107.239,249.227,4
2453,55,I Want a New Drug,Huey Lewis,the News,1984,0mZNKyrUmsrlDRoYHWsyMu,53,0.672,0.897,2,-4.92,1,0.0541,0.0786,6.40E-06,0.389,0.777,110.289,211.84,4
2454,56,Islands in the Stream,Kenny Rogers,Dolly Parton,1984,6dnco8haegnJYtylV26cBq,70,0.618,0.412,8,-12.075,1,0.0368,0.675,1.04E-06,0.0886,0.74,203.933,251.96,4
2455,57,Love Is a Battlefield,Pat Benatar,None,1984,4wYqPn3Kg3vZrkVgW2oqAG,62,0.669,0.633,2,-11.903,0,0.049,0.0137,0.0178,0.0979,0.862,90.626,245.4,4
2456,58,Infatuation,Rod Stewart,None,1984,0SO4oJBmDNjniJwjlHaIhO,29,0.708,0.805,11,-7.997,0,0.0306,0.0673,0.00213,0.097,0.775,107.153,313.16,4
2457,59,Almost Paradise,Mike Reno,Ann Wilson,1984,6MzXkSZaFeeaOss1rJweXk,40,0.568,0.354,8,-10.641,1,0.0325,0.515,6.08E-06,0.0795,0.0617,129.092,230.093,4
2458,60,Legs,ZZ Top,None,1984,7t6CAWplijBj4sdl0q3z0e,63,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,273.907,4
2459,61,State of Shock,The Jacksons,None,1984,1sLTxLJzyoBJiPzv420KAx,45,0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,271,4
2460,62,Love Somebody,Rick Springfield,None,1984,1FSkS6h2UVI2LGAXlOYzcY,43,0.566,0.892,4,-4.698,1,0.0339,0.0153,0.000491,0.0873,0.711,138.562,213.987,4
2461,63,Miss Me Blind,Culture Club,None,1984,56SnVQVuJuqnYA6rLdcg32,51,0.768,0.816,7,-6.66,0,0.0388,0.394,0,0.313,0.794,121.932,269.88,4
2462,64,If This Is It,Huey Lewis,the News,1984,2pAdtQuiEVGr7nOXGiv7t4,50,0.376,0.667,7,-7.407,1,0.0356,0.209,1.50E-06,0.317,0.844,108.177,233.16,4
2463,65,You Might Think,The Cars,None,1984,35wVRTJlUu2kDkqXFegOKt,61,0.728,0.855,2,-6.031,1,0.0333,0.109,0.000576,0.113,0.971,133.887,184.717,4
2464,66,Lucky Star,Madonna,None,1984,2hWI9GNr3kBrxZ7Mphho4Q,55,0.793,0.627,4,-10.599,0,0.0431,0.266,7.10E-05,0.145,0.963,117.203,333.773,4
